any,municipi,concepte,estat,valor
2022,Pallejà,renda mitjana per persona (€),,17055
2022,"Palma d'Ebre, la",població ocupada (%),,62.9
2022,"Palma d'Ebre, la",treballadors de baixa qualificació (%),.., 
2022,"Palma d'Ebre, la",població amb estudis baixos (%),,23.9
2022,"Palma d'Ebre, la",població jove sense estudis postobligatoris (%),.., 
2022,"Palma d'Ebre, la",estrangers de països de renda baixa o mitjana (%),,10.3
2022,"Palma d'Ebre, la",renda mitjana per persona (€),,11609
2022,"Palma de Cervelló, la",població ocupada (%),,73.6
2022,"Palma de Cervelló, la",treballadors de baixa qualificació (%),,7
2022,"Palma de Cervelló, la",població amb estudis baixos (%),,8.3
2022,"Palma de Cervelló, la",població jove sense estudis postobligatoris (%),,14.5
2022,"Palma de Cervelló, la",estrangers de països de renda baixa o mitjana (%),,4.5
2022,"Palma de Cervelló, la",renda mitjana per persona (€),,17934
2022,Palol de Revardit,població ocupada (%),,72.8
2022,Palol de Revardit,treballadors de baixa qualificació (%),.., 
2022,Palol de Revardit,població amb estudis baixos (%),,10.4
2022,Palol de Revardit,població jove sense estudis postobligatoris (%),.., 
2022,Palol de Revardit,estrangers de països de renda baixa o mitjana (%),,1.1
2022,Palol de Revardit,renda mitjana per persona (€),,16583
2022,Pals,població ocupada (%),,66.5
2022,Pals,treballadors de baixa qualificació (%),,10.8
2022,Pals,població amb estudis baixos (%),,11.7
2022,Pals,població jove sense estudis postobligatoris (%),,28.3
2022,Pals,estrangers de països de renda baixa o mitjana (%),,11.3
2022,Pals,renda mitjana per persona (€),,16346
2022,"Papiol, el",població ocupada (%),,73.4
2022,"Papiol, el",treballadors de baixa qualificació (%),,10.1
2022,"Papiol, el",població amb estudis baixos (%),,9.7
2022,"Papiol, el",població jove sense estudis postobligatoris (%),,17.8
2022,"Papiol, el",estrangers de països de renda baixa o mitjana (%),,5.9
2022,"Papiol, el",renda mitjana per persona (€),,16439
2022,Pardines,població ocupada (%),,83
2022,Pardines,treballadors de baixa qualificació (%),.., 
2022,Pardines,població amb estudis baixos (%),,14.6
2022,Pardines,població jove sense estudis postobligatoris (%),.., 
2022,Pardines,estrangers de països de renda baixa o mitjana (%),,3.6
2022,Pardines,renda mitjana per persona (€),,16312
2022,Parets del Vallès,població ocupada (%),,73
2022,Parets del Vallès,treballadors de baixa qualificació (%),,11.9
2022,Parets del Vallès,població amb estudis baixos (%),,13.1
2022,Parets del Vallès,població jove sense estudis postobligatoris (%),,20.4
2022,Parets del Vallès,estrangers de països de renda baixa o mitjana (%),,5.6
2022,Parets del Vallès,renda mitjana per persona (€),,16215
2022,Parlavà,població ocupada (%),,77.6
2022,Parlavà,treballadors de baixa qualificació (%),.., 
2022,Parlavà,població amb estudis baixos (%),,3.5
2022,Parlavà,població jove sense estudis postobligatoris (%),.., 
2022,Parlavà,estrangers de països de renda baixa o mitjana (%),,3.4
2022,Parlavà,renda mitjana per persona (€),,17172
2022,Passanant i Belltall,població ocupada (%),,67.3
2022,Passanant i Belltall,treballadors de baixa qualificació (%),.., 
2022,Passanant i Belltall,població amb estudis baixos (%),,9.4
2022,Passanant i Belltall,població jove sense estudis postobligatoris (%),.., 
2022,Passanant i Belltall,estrangers de països de renda baixa o mitjana (%),,1.8
2022,Passanant i Belltall,renda mitjana per persona (€),,18646
2022,Pau,població ocupada (%),,66.1
2022,Pau,treballadors de baixa qualificació (%),.., 
2022,Pau,població amb estudis baixos (%),,18.5
2022,Pau,població jove sense estudis postobligatoris (%),,19.7
2022,Pau,estrangers de països de renda baixa o mitjana (%),,3.8
2022,Pau,renda mitjana per persona (€),,14175
2022,Paüls,població ocupada (%),,70.3
2022,Paüls,treballadors de baixa qualificació (%),.., 
2022,Paüls,població amb estudis baixos (%),,18.9
2022,Paüls,població jove sense estudis postobligatoris (%),,15.9
2022,Paüls,estrangers de països de renda baixa o mitjana (%),,4.6
2022,Paüls,renda mitjana per persona (€),,12737
2022,Pedret i Marzà,població ocupada (%),,73
2022,Pedret i Marzà,treballadors de baixa qualificació (%),.., 
2022,Pedret i Marzà,població amb estudis baixos (%),,10.4
2022,Pedret i Marzà,població jove sense estudis postobligatoris (%),.., 
2022,Pedret i Marzà,estrangers de països de renda baixa o mitjana (%),,1.7
2022,Pedret i Marzà,renda mitjana per persona (€),,16091
2022,Penelles,població ocupada (%),,64
2022,Penelles,treballadors de baixa qualificació (%),.., 
2022,Penelles,població amb estudis baixos (%),,22.6
2022,Penelles,població jove sense estudis postobligatoris (%),.., 
2022,Penelles,estrangers de països de renda baixa o mitjana (%),,8.2
2022,Penelles,renda mitjana per persona (€),,16417
2022,"Pera, la",població ocupada (%),,69.8
2022,"Pera, la",treballadors de baixa qualificació (%),.., 
2022,"Pera, la",població amb estudis baixos (%),,8.1
2022,"Pera, la",població jove sense estudis postobligatoris (%),.., 
2022,"Pera, la",estrangers de països de renda baixa o mitjana (%),,2.9
2022,"Pera, la",renda mitjana per persona (€),,19068
2022,Perafita,població ocupada (%),,69.4
2022,Perafita,treballadors de baixa qualificació (%),.., 
2022,Perafita,població amb estudis baixos (%),,10.9
2022,Perafita,població jove sense estudis postobligatoris (%),.., 
2022,Perafita,estrangers de països de renda baixa o mitjana (%),,4.8
2022,Perafita,renda mitjana per persona (€),,16003
2022,Perafort,població ocupada (%),,75.2
2022,Perafort,treballadors de baixa qualificació (%),,10.2
2022,Perafort,població amb estudis baixos (%),,7.7
2022,Perafort,població jove sense estudis postobligatoris (%),,19.9
2022,Perafort,estrangers de països de renda baixa o mitjana (%),,4.5
2022,Perafort,renda mitjana per persona (€),,15818
2022,Peralada,població ocupada (%),,75.1
2022,Peralada,treballadors de baixa qualificació (%),,10.7
2022,Peralada,població amb estudis baixos (%),,10
2022,Peralada,població jove sense estudis postobligatoris (%),,14.2
2022,Peralada,estrangers de països de renda baixa o mitjana (%),,4.4
2022,Peralada,renda mitjana per persona (€),,18106
2022,Peramola,població ocupada (%),,76.2
2022,Peramola,treballadors de baixa qualificació (%),.., 
2022,Peramola,població amb estudis baixos (%),,15.7
2022,Peramola,població jove sense estudis postobligatoris (%),.., 
2022,Peramola,estrangers de països de renda baixa o mitjana (%),,9.8
2022,Peramola,renda mitjana per persona (€),,14769
2022,"Perelló, el",població ocupada (%),,63.6
2022,"Perelló, el",treballadors de baixa qualificació (%),,20.7
2022,"Perelló, el",població amb estudis baixos (%),,27.8
2022,"Perelló, el",població jove sense estudis postobligatoris (%),,27.2
2022,"Perelló, el",estrangers de països de renda baixa o mitjana (%),,14.1
2022,"Perelló, el",renda mitjana per persona (€),,11570
2022,Piera,població ocupada (%),,65.8
2022,Piera,treballadors de baixa qualificació (%),,15.1
2022,Piera,població amb estudis baixos (%),,13.6
2022,Piera,població jove sense estudis postobligatoris (%),,32.2
2022,Piera,estrangers de països de renda baixa o mitjana (%),,6.9
2022,Piera,renda mitjana per persona (€),,13550
2022,"Piles, les",població ocupada (%),,73.5
2022,"Piles, les",treballadors de baixa qualificació (%),.., 
2022,"Piles, les",població amb estudis baixos (%),,6.9
2022,"Piles, les",població jove sense estudis postobligatoris (%),.., 
2022,"Piles, les",estrangers de països de renda baixa o mitjana (%),,7.1
2022,"Piles, les",renda mitjana per persona (€),,14804
2022,Pineda de Mar,població ocupada (%),,61.4
2022,Pineda de Mar,treballadors de baixa qualificació (%),,13.3
2022,Pineda de Mar,població amb estudis baixos (%),,17.8
2022,Pineda de Mar,població jove sense estudis postobligatoris (%),,32.5
2022,Pineda de Mar,estrangers de països de renda baixa o mitjana (%),,11.8
2022,Pineda de Mar,renda mitjana per persona (€),,12884
2022,"Pinell de Brai, el",població ocupada (%),,68.4
2022,"Pinell de Brai, el",treballadors de baixa qualificació (%),.., 
2022,"Pinell de Brai, el",població amb estudis baixos (%),,21.7
2022,"Pinell de Brai, el",població jove sense estudis postobligatoris (%),,25.5
2022,"Pinell de Brai, el",estrangers de països de renda baixa o mitjana (%),,8.2
2022,"Pinell de Brai, el",renda mitjana per persona (€),,12149
2022,Pinell de Solsonès,població ocupada (%),,75.3
2022,Pinell de Solsonès,treballadors de baixa qualificació (%),.., 
2022,Pinell de Solsonès,població amb estudis baixos (%),,23.1
2022,Pinell de Solsonès,població jove sense estudis postobligatoris (%),.., 
2022,Pinell de Solsonès,estrangers de països de renda baixa o mitjana (%),,2.6
2022,Pinell de Solsonès,renda mitjana per persona (€),,15087
2022,Pinós,població ocupada (%),,74.7
2022,Pinós,treballadors de baixa qualificació (%),.., 
2022,Pinós,població amb estudis baixos (%),,9.3
2022,Pinós,població jove sense estudis postobligatoris (%),.., 
2022,Pinós,estrangers de països de renda baixa o mitjana (%),,2.7
2022,Pinós,renda mitjana per persona (€),,13477
2022,Pira,població ocupada (%),,75.7
2022,Pira,treballadors de baixa qualificació (%),.., 
2022,Pira,població amb estudis baixos (%),,17
2022,Pira,població jove sense estudis postobligatoris (%),.., 
2022,Pira,estrangers de països de renda baixa o mitjana (%),,5.1
2022,Pira,renda mitjana per persona (€),,14209
2022,"Pla de Santa Maria, el",població ocupada (%),,67.5
2022,"Pla de Santa Maria, el",treballadors de baixa qualificació (%),,13.5
2022,"Pla de Santa Maria, el",població amb estudis baixos (%),,14.9
2022,"Pla de Santa Maria, el",població jove sense estudis postobligatoris (%),,25.1
2022,"Pla de Santa Maria, el",estrangers de països de renda baixa o mitjana (%),,5.3
2022,"Pla de Santa Maria, el",renda mitjana per persona (€),,13446
2022,"Pla del Penedès, el",població ocupada (%),,73.4
2022,"Pla del Penedès, el",treballadors de baixa qualificació (%),,11.6
2022,"Pla del Penedès, el",població amb estudis baixos (%),,13.1
2022,"Pla del Penedès, el",població jove sense estudis postobligatoris (%),,24.2
2022,"Pla del Penedès, el",estrangers de països de renda baixa o mitjana (%),,8.9
2022,"Pla del Penedès, el",renda mitjana per persona (€),,14389
2022,"Planes d'Hostoles, les",població ocupada (%),,69.9
2022,"Planes d'Hostoles, les",treballadors de baixa qualificació (%),,19.3
2022,"Planes d'Hostoles, les",població amb estudis baixos (%),,18.4
2022,"Planes d'Hostoles, les",població jove sense estudis postobligatoris (%),,29
2022,"Planes d'Hostoles, les",estrangers de països de renda baixa o mitjana (%),,8.4
2022,"Planes d'Hostoles, les",renda mitjana per persona (€),,14624
2022,Planoles,població ocupada (%),,68.2
2022,Planoles,treballadors de baixa qualificació (%),.., 
2022,Planoles,població amb estudis baixos (%),,12.3
2022,Planoles,població jove sense estudis postobligatoris (%),.., 
2022,Planoles,estrangers de països de renda baixa o mitjana (%),,9.1
2022,Planoles,renda mitjana per persona (€),,17305
2022,"Plans de Sió, els",població ocupada (%),,74.4
2022,"Plans de Sió, els",treballadors de baixa qualificació (%),.., 
2022,"Plans de Sió, els",població amb estudis baixos (%),,12.6
2022,"Plans de Sió, els",població jove sense estudis postobligatoris (%),.., 
2022,"Plans de Sió, els",estrangers de països de renda baixa o mitjana (%),,5.7
2022,"Plans de Sió, els",renda mitjana per persona (€),,15169
2022,"Poal, el",població ocupada (%),,74
2022,"Poal, el",treballadors de baixa qualificació (%),.., 
2022,"Poal, el",població amb estudis baixos (%),,18
2022,"Poal, el",població jove sense estudis postobligatoris (%),,21.7
2022,"Poal, el",estrangers de països de renda baixa o mitjana (%),,11.5
2022,"Poal, el",renda mitjana per persona (€),,14839
2022,"Pobla de Cérvoles, la",població ocupada (%),,65
2022,"Pobla de Cérvoles, la",treballadors de baixa qualificació (%),.., 
2022,"Pobla de Cérvoles, la",població amb estudis baixos (%),,12.6
2022,"Pobla de Cérvoles, la",població jove sense estudis postobligatoris (%),.., 
2022,"Pobla de Cérvoles, la",estrangers de països de renda baixa o mitjana (%),,3.3
2022,"Pobla de Cérvoles, la",renda mitjana per persona (€),,15967
2022,"Pobla de Claramunt, la",població ocupada (%),,73
2022,"Pobla de Claramunt, la",treballadors de baixa qualificació (%),,10.2
2022,"Pobla de Claramunt, la",població amb estudis baixos (%),,12.7
2022,"Pobla de Claramunt, la",població jove sense estudis postobligatoris (%),,20.7
2022,"Pobla de Claramunt, la",estrangers de països de renda baixa o mitjana (%),,4.4
2022,"Pobla de Claramunt, la",renda mitjana per persona (€),,14893
2022,"Pobla de Lillet, la",població ocupada (%),,63.9
2022,"Pobla de Lillet, la",treballadors de baixa qualificació (%),,14.2
2022,"Pobla de Lillet, la",població amb estudis baixos (%),,22
2022,"Pobla de Lillet, la",població jove sense estudis postobligatoris (%),,20.4
2022,"Pobla de Lillet, la",estrangers de països de renda baixa o mitjana (%),,3.6
2022,"Pobla de Lillet, la",renda mitjana per persona (€),,15731
2022,"Pobla de Mafumet, la",població ocupada (%),,72.3
2022,"Pobla de Mafumet, la",treballadors de baixa qualificació (%),,11.4
2022,"Pobla de Mafumet, la",població amb estudis baixos (%),,10.1
2022,"Pobla de Mafumet, la",població jove sense estudis postobligatoris (%),,30.2
2022,"Pobla de Mafumet, la",estrangers de països de renda baixa o mitjana (%),,8.2
2022,"Pobla de Mafumet, la",renda mitjana per persona (€),,13332
2022,"Pobla de Massaluca, la",població ocupada (%),,58.3
2022,"Pobla de Massaluca, la",treballadors de baixa qualificació (%),.., 
2022,"Pobla de Massaluca, la",població amb estudis baixos (%),,22.4
2022,"Pobla de Massaluca, la",població jove sense estudis postobligatoris (%),.., 
2022,"Pobla de Massaluca, la",estrangers de països de renda baixa o mitjana (%),,12.1
2022,"Pobla de Massaluca, la",renda mitjana per persona (€),,11934
2022,"Pobla de Montornès, la",població ocupada (%),,63.2
2022,"Pobla de Montornès, la",treballadors de baixa qualificació (%),,10.9
2022,"Pobla de Montornès, la",població amb estudis baixos (%),,12.6
2022,"Pobla de Montornès, la",població jove sense estudis postobligatoris (%),,27.9
2022,"Pobla de Montornès, la",estrangers de països de renda baixa o mitjana (%),,5.6
2022,"Pobla de Montornès, la",renda mitjana per persona (€),,12512
2022,"Pobla de Segur, la",població ocupada (%),,63.4
2022,"Pobla de Segur, la",treballadors de baixa qualificació (%),,17.3
2022,"Pobla de Segur, la",població amb estudis baixos (%),,18.2
2022,"Pobla de Segur, la",població jove sense estudis postobligatoris (%),,25.8
2022,"Pobla de Segur, la",estrangers de països de renda baixa o mitjana (%),,16.3
2022,"Pobla de Segur, la",renda mitjana per persona (€),,15078
2022,Poboleda,població ocupada (%),,66.4
2022,Poboleda,treballadors de baixa qualificació (%),.., 
2022,Poboleda,població amb estudis baixos (%),,14.4
2022,Poboleda,població jove sense estudis postobligatoris (%),.., 
2022,Poboleda,estrangers de països de renda baixa o mitjana (%),,7.3
2022,Poboleda,renda mitjana per persona (€),,12528
2022,Polinyà,població ocupada (%),,74.7
2022,Polinyà,treballadors de baixa qualificació (%),,13
2022,Polinyà,població amb estudis baixos (%),,11.1
2022,Polinyà,població jove sense estudis postobligatoris (%),,29.4
2022,Polinyà,estrangers de països de renda baixa o mitjana (%),,6.3
2022,Polinyà,renda mitjana per persona (€),,14783
2022,"Pont d'Armentera, el",població ocupada (%),,64.8
2022,"Pont d'Armentera, el",treballadors de baixa qualificació (%),.., 
2022,"Pont d'Armentera, el",població amb estudis baixos (%),,21.9
2022,"Pont d'Armentera, el",població jove sense estudis postobligatoris (%),.., 
2022,"Pont d'Armentera, el",estrangers de països de renda baixa o mitjana (%),,10.3
2022,"Pont d'Armentera, el",renda mitjana per persona (€),,13006
2022,"Pont de Bar, el",població ocupada (%),,63.5
2022,"Pont de Bar, el",treballadors de baixa qualificació (%),.., 
2022,"Pont de Bar, el",població amb estudis baixos (%),,13.3
2022,"Pont de Bar, el",població jove sense estudis postobligatoris (%),.., 
2022,"Pont de Bar, el",estrangers de països de renda baixa o mitjana (%),,1.8
2022,"Pont de Bar, el",renda mitjana per persona (€),,13843
2022,Pont de Molins,població ocupada (%),,73.6
2022,Pont de Molins,treballadors de baixa qualificació (%),.., 
2022,Pont de Molins,població amb estudis baixos (%),,13.4
2022,Pont de Molins,població jove sense estudis postobligatoris (%),,12.8
2022,Pont de Molins,estrangers de països de renda baixa o mitjana (%),,7.4
2022,Pont de Molins,renda mitjana per persona (€),,14899
2022,"Pont de Suert, el",població ocupada (%),,64
2022,"Pont de Suert, el",treballadors de baixa qualificació (%),,13.8
2022,"Pont de Suert, el",població amb estudis baixos (%),,16.2
2022,"Pont de Suert, el",població jove sense estudis postobligatoris (%),,23.4
2022,"Pont de Suert, el",estrangers de països de renda baixa o mitjana (%),,14.6
2022,"Pont de Suert, el",renda mitjana per persona (€),,14252
2022,"Pont de Vilomara i Rocafort, el",població ocupada (%),,68.9
2022,"Pont de Vilomara i Rocafort, el",treballadors de baixa qualificació (%),,16
2022,"Pont de Vilomara i Rocafort, el",població amb estudis baixos (%),,14
2022,"Pont de Vilomara i Rocafort, el",població jove sense estudis postobligatoris (%),,34.1
2022,"Pont de Vilomara i Rocafort, el",estrangers de països de renda baixa o mitjana (%),,6.2
2022,"Pont de Vilomara i Rocafort, el",renda mitjana per persona (€),,13713
2022,Pontils,població ocupada (%),,62.3
2022,Pontils,treballadors de baixa qualificació (%),.., 
2022,Pontils,població amb estudis baixos (%),,14.2
2022,Pontils,població jove sense estudis postobligatoris (%),.., 
2022,Pontils,estrangers de països de renda baixa o mitjana (%),,2.3
2022,Pontils,renda mitjana per persona (€),,13923
2022,Pontons,població ocupada (%),,56.1
2022,Pontons,treballadors de baixa qualificació (%),.., 
2022,Pontons,població amb estudis baixos (%),,12.4
2022,Pontons,població jove sense estudis postobligatoris (%),,34.8
2022,Pontons,estrangers de països de renda baixa o mitjana (%),,14.4
2022,Pontons,renda mitjana per persona (€),,12920
2022,Pontós,població ocupada (%),,74.6
2022,Pontós,treballadors de baixa qualificació (%),.., 
2022,Pontós,població amb estudis baixos (%),,5.3
2022,Pontós,població jove sense estudis postobligatoris (%),.., 
2022,Pontós,estrangers de països de renda baixa o mitjana (%),,2.9
2022,Pontós,renda mitjana per persona (€),,15397
2022,Ponts,població ocupada (%),,65.9
2022,Ponts,treballadors de baixa qualificació (%),,17.3
2022,Ponts,població amb estudis baixos (%),,18.6
2022,Ponts,població jove sense estudis postobligatoris (%),,39.9
2022,Ponts,estrangers de països de renda baixa o mitjana (%),,18.7
2022,Ponts,renda mitjana per persona (€),,13510
2022,Porqueres,població ocupada (%),,77.3
2022,Porqueres,treballadors de baixa qualificació (%),,10.1
2022,Porqueres,població amb estudis baixos (%),,9
2022,Porqueres,població jove sense estudis postobligatoris (%),,17
2022,Porqueres,estrangers de països de renda baixa o mitjana (%),,4.7
2022,Porqueres,renda mitjana per persona (€),,16345
2022,Porrera,població ocupada (%),,73.9
2022,Porrera,treballadors de baixa qualificació (%),.., 
2022,Porrera,població amb estudis baixos (%),,12.9
2022,Porrera,població jove sense estudis postobligatoris (%),.., 
2022,Porrera,estrangers de països de renda baixa o mitjana (%),,4.2
2022,Porrera,renda mitjana per persona (€),,13676
2022,"Port de la Selva, el",població ocupada (%),,63.1
2022,"Port de la Selva, el",treballadors de baixa qualificació (%),,13.9
2022,"Port de la Selva, el",població amb estudis baixos (%),,13
2022,"Port de la Selva, el",població jove sense estudis postobligatoris (%),,26
2022,"Port de la Selva, el",estrangers de països de renda baixa o mitjana (%),,15.2
2022,"Port de la Selva, el",renda mitjana per persona (€),,17459
2022,Portbou,població ocupada (%),,57.7
2022,Portbou,treballadors de baixa qualificació (%),,15.7
2022,Portbou,població amb estudis baixos (%),,19.7
2022,Portbou,població jove sense estudis postobligatoris (%),,26.4
2022,Portbou,estrangers de països de renda baixa o mitjana (%),,9.8
2022,Portbou,renda mitjana per persona (€),,15669
2022,"Portella, la",població ocupada (%),,69
2022,"Portella, la",treballadors de baixa qualificació (%),.., 
2022,"Portella, la",població amb estudis baixos (%),,23.2
2022,"Portella, la",població jove sense estudis postobligatoris (%),,45.9
2022,"Portella, la",estrangers de països de renda baixa o mitjana (%),,37.5
2022,"Portella, la",renda mitjana per persona (€),,12938
2022,Pradell de la Teixeta,població ocupada (%),,72.5
2022,Pradell de la Teixeta,treballadors de baixa qualificació (%),.., 
2022,Pradell de la Teixeta,població amb estudis baixos (%),,3.4
2022,Pradell de la Teixeta,població jove sense estudis postobligatoris (%),.., 
2022,Pradell de la Teixeta,estrangers de països de renda baixa o mitjana (%),,7.6
2022,Pradell de la Teixeta,renda mitjana per persona (€),,13695
2022,Prades,població ocupada (%),,67.2
2022,Prades,treballadors de baixa qualificació (%),.., 
2022,Prades,població amb estudis baixos (%),,11
2022,Prades,població jove sense estudis postobligatoris (%),,17.3
2022,Prades,estrangers de països de renda baixa o mitjana (%),,9.8
2022,Prades,renda mitjana per persona (€),,14020
2022,Prat de Comte,població ocupada (%),,61.4
2022,Prat de Comte,treballadors de baixa qualificació (%),.., 
2022,Prat de Comte,població amb estudis baixos (%),,19.5
2022,Prat de Comte,població jove sense estudis postobligatoris (%),.., 
2022,Prat de Comte,estrangers de països de renda baixa o mitjana (%),,10.1
2022,Prat de Comte,renda mitjana per persona (€),,12299
2022,"Prat de Llobregat, el",població ocupada (%),,69.2
2022,"Prat de Llobregat, el",treballadors de baixa qualificació (%),,14.8
2022,"Prat de Llobregat, el",població amb estudis baixos (%),,15.9
2022,"Prat de Llobregat, el",població jove sense estudis postobligatoris (%),,25.5
2022,"Prat de Llobregat, el",estrangers de països de renda baixa o mitjana (%),,7.6
2022,"Prat de Llobregat, el",renda mitjana per persona (€),,14848
2022,Pratdip,població ocupada (%),,59.8
2022,Pratdip,treballadors de baixa qualificació (%),.., 
2022,Pratdip,població amb estudis baixos (%),,18.7
2022,Pratdip,població jove sense estudis postobligatoris (%),,21.8
2022,Pratdip,estrangers de països de renda baixa o mitjana (%),,11.1
2022,Pratdip,renda mitjana per persona (€),,13583
2022,Prats de Lluçanès,població ocupada (%),,72.4
2022,Prats de Lluçanès,treballadors de baixa qualificació (%),,12.3
2022,Prats de Lluçanès,població amb estudis baixos (%),,17.2
2022,Prats de Lluçanès,població jove sense estudis postobligatoris (%),,24.5
2022,Prats de Lluçanès,estrangers de països de renda baixa o mitjana (%),,8.6
2022,Prats de Lluçanès,renda mitjana per persona (€),,15229
2022,"Prats de Rei, els",població ocupada (%),,69.2
2022,"Prats de Rei, els",treballadors de baixa qualificació (%),.., 
2022,"Prats de Rei, els",població amb estudis baixos (%),,18.7
2022,"Prats de Rei, els",població jove sense estudis postobligatoris (%),,27
2022,"Prats de Rei, els",estrangers de països de renda baixa o mitjana (%),,2.6
2022,"Prats de Rei, els",renda mitjana per persona (€),,15208
2022,Prats i Sansor,població ocupada (%),,73.8
2022,Prats i Sansor,treballadors de baixa qualificació (%),.., 
2022,Prats i Sansor,població amb estudis baixos (%),,4.1
2022,Prats i Sansor,població jove sense estudis postobligatoris (%),.., 
2022,Prats i Sansor,estrangers de països de renda baixa o mitjana (%),,1.9
2022,Prats i Sansor,renda mitjana per persona (€),,20443
2022,Preixana,població ocupada (%),,74.9
2022,Preixana,treballadors de baixa qualificació (%),.., 
2022,Preixana,població amb estudis baixos (%),,17.1
2022,Preixana,població jove sense estudis postobligatoris (%),.., 
2022,Preixana,estrangers de països de renda baixa o mitjana (%),,7.4
2022,Preixana,renda mitjana per persona (€),,14168
2022,Preixens,població ocupada (%),,67.2
2022,Preixens,treballadors de baixa qualificació (%),.., 
2022,Preixens,població amb estudis baixos (%),,19.3
2022,Preixens,població jove sense estudis postobligatoris (%),.., 
2022,Preixens,estrangers de països de renda baixa o mitjana (%),,2.1
2022,Preixens,renda mitjana per persona (€),,13672
2022,Premià de Dalt,població ocupada (%),,70.1
2022,Premià de Dalt,treballadors de baixa qualificació (%),,9.3
2022,Premià de Dalt,població amb estudis baixos (%),,11
2022,Premià de Dalt,població jove sense estudis postobligatoris (%),,12.7
2022,Premià de Dalt,estrangers de països de renda baixa o mitjana (%),,6.1
2022,Premià de Dalt,renda mitjana per persona (€),,19195
2022,Premià de Mar,població ocupada (%),,67.9
2022,Premià de Mar,treballadors de baixa qualificació (%),,10.9
2022,Premià de Mar,població amb estudis baixos (%),,13.5
2022,Premià de Mar,població jove sense estudis postobligatoris (%),,20
2022,Premià de Mar,estrangers de països de renda baixa o mitjana (%),,9.7
2022,Premià de Mar,renda mitjana per persona (€),,15575
2022,"Preses, les",població ocupada (%),,80.2
2022,"Preses, les",treballadors de baixa qualificació (%),,10.4
2022,"Preses, les",població amb estudis baixos (%),,15.7
2022,"Preses, les",població jove sense estudis postobligatoris (%),,17.1
2022,"Preses, les",estrangers de països de renda baixa o mitjana (%),,3.5
2022,"Preses, les",renda mitjana per persona (€),,16751
2022,Prullans,població ocupada (%),,70
2022,Prullans,treballadors de baixa qualificació (%),.., 
2022,Prullans,població amb estudis baixos (%),,8.5
2022,Prullans,població jove sense estudis postobligatoris (%),.., 
2022,Prullans,estrangers de països de renda baixa o mitjana (%),,6.5
2022,Prullans,renda mitjana per persona (€),,16444
2022,Puigcerdà,població ocupada (%),,64.1
2022,Puigcerdà,treballadors de baixa qualificació (%),,14.8
2022,Puigcerdà,població amb estudis baixos (%),,13.2
2022,Puigcerdà,població jove sense estudis postobligatoris (%),,34.3
2022,Puigcerdà,estrangers de països de renda baixa o mitjana (%),,17
2022,Puigcerdà,renda mitjana per persona (€),,13037
2022,Puigdàlber,població ocupada (%),,70.7
2022,Puigdàlber,treballadors de baixa qualificació (%),.., 
2022,Puigdàlber,població amb estudis baixos (%),,9.7
2022,Puigdàlber,població jove sense estudis postobligatoris (%),,28.6
2022,Puigdàlber,estrangers de països de renda baixa o mitjana (%),,4.7
2022,Puigdàlber,renda mitjana per persona (€),,14822
2022,Puiggròs,població ocupada (%),,69.2
2022,Puiggròs,treballadors de baixa qualificació (%),.., 
2022,Puiggròs,població amb estudis baixos (%),,5.1
2022,Puiggròs,població jove sense estudis postobligatoris (%),.., 
2022,Puiggròs,estrangers de països de renda baixa o mitjana (%),,3.5
2022,Puiggròs,renda mitjana per persona (€),,14574
2022,Puigpelat,població ocupada (%),,71.1
2022,Puigpelat,treballadors de baixa qualificació (%),,12.5
2022,Puigpelat,població amb estudis baixos (%),,7.4
2022,Puigpelat,població jove sense estudis postobligatoris (%),,24.6
2022,Puigpelat,estrangers de països de renda baixa o mitjana (%),,4.2
2022,Puigpelat,renda mitjana per persona (€),,14302
2022,Puig-reig,població ocupada (%),,66.2
2022,Puig-reig,treballadors de baixa qualificació (%),,13.9
2022,Puig-reig,població amb estudis baixos (%),,18.1
2022,Puig-reig,població jove sense estudis postobligatoris (%),,27.4
2022,Puig-reig,estrangers de països de renda baixa o mitjana (%),,7.3
2022,Puig-reig,renda mitjana per persona (€),,14758
2022,Puigverd d'Agramunt,població ocupada (%),,70.5
2022,Puigverd d'Agramunt,treballadors de baixa qualificació (%),.., 
2022,Puigverd d'Agramunt,població amb estudis baixos (%),,8.9
2022,Puigverd d'Agramunt,població jove sense estudis postobligatoris (%),.., 
2022,Puigverd d'Agramunt,estrangers de països de renda baixa o mitjana (%),,22.2
2022,Puigverd d'Agramunt,renda mitjana per persona (€),,12273
2022,Puigverd de Lleida,població ocupada (%),,74.4
2022,Puigverd de Lleida,treballadors de baixa qualificació (%),,14.5
2022,Puigverd de Lleida,població amb estudis baixos (%),,13.7
2022,Puigverd de Lleida,població jove sense estudis postobligatoris (%),,22.1
2022,Puigverd de Lleida,estrangers de països de renda baixa o mitjana (%),,6.9
2022,Puigverd de Lleida,renda mitjana per persona (€),,13975
2022,Pujalt,població ocupada (%),,81.6
2022,Pujalt,treballadors de baixa qualificació (%),.., 
2022,Pujalt,població amb estudis baixos (%),,5.5
2022,Pujalt,població jove sense estudis postobligatoris (%),.., 
2022,Pujalt,estrangers de països de renda baixa o mitjana (%),,3.4
2022,Pujalt,renda mitjana per persona (€),,16306
2022,"Quar, la",població ocupada (%),,68.2
2022,"Quar, la",treballadors de baixa qualificació (%),.., 
2022,"Quar, la",població amb estudis baixos (%),,19.4
