IDEQUIPAMENT,ALIES,NOM,CATEGORIA,VIA,SUFIX_VIA,NUM,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,UTMX,UTMY,LONGITUD,LATITUD,DATA_MODIFICACIO,PROPIETATS,Georeferència
3622047,CSMA Martí i Julià,CSMA Martí i Julià,Salut|Centres sanitaris|5. Centres de salut mental|,"CR PRESIDENT LLUÍS COMPANYS, 8",cr.,8,8921,SANTA COLOMA DE GRAMENET,82457,BARCELONES,"433,659.87","4,589,193.70",2.205747461,41.451585414,11/11/2025 01:10:31 PM,,POINT (2.205747461 41.451585414)
3619728,Consultori local Les Pobles,Consultori local Les Pobles,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR NOU, 12",cr.,12,43815,AIGUAMÚRCIA,430017,ALT CAMP,"366,412.71","4,580,072.30",1.40287361,41.361081515,11/11/2025 01:10:31 PM,Horari|Dimarts: 8.30 a 14 hrs.,POINT (1.40287361 41.361081515)
3619769,Consultori local L'Argilaga,Consultori local L'Argilaga,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SANT ROC, S/N",cr.,S/N,43765,LA SECUITA,431444,TARRAGONES,"357,097.63","4,563,684.18",1.295397075,41.211927188,11/11/2025 01:10:31 PM,Horari|Medicina familiar i comunitària: Dm: 12 a 13:30  Infermeria: Dc: 12 a 14,POINT (1.295397075 41.211927188)
34420510,CAP Botafoc,CAP Botafoc,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV Del Baix Penedès, 94",av.,94,43700,EL VENDRELL,431634,BAIX PENEDES,"376,728.48","4,564,853.84",1.529246777,41.225687675,11/11/2025 01:10:31 PM,Horari|De dilluns a divendres de 8 a 20h. Fora d'aquest horari atenció continuada Hospital del Vendrell.,POINT (1.529246777 41.225687675)
3620380,CAP Roses,CAP Roses,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CT DE MAS OLIVA, 23",ct.,23,17480,ROSES,171523,ALT EMPORDA,"514,727.66","4,679,472.81",3.178581784,42.267321946,11/11/2025 01:10:32 PM,"Horari|24 hores. En cas d'urgència, truqueu al 061 Salut Respon",POINT (3.178581784 42.267321946)
33195714,ASSIR CAP Nord,ASSIR CAP Nord,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MERCÈ RODOREDA, 24",cr.,24,8207,SABADELL,81878,VALLES OCCIDENTAL,"423,601.97","4,602,692.09",2.083630764,41.572261431,11/11/2025 01:10:31 PM,,POINT (2.083630764 41.572261431)
3619930,Consultori local Bellvei,Consultori local Bellvei,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MARTÍ I POL, 1",cr.,1,43719,BELLVEI,430249,BAIX PENEDES,"380,444.86","4,566,252.19",1.573299772,41.23883768,11/11/2025 01:10:31 PM,Horari|De dilluns a divendres de 8 a 15h. Fora d'aquest horari atenció continuada al CAP Vendrell.,POINT (1.573299772 41.23883768)
3620342,Consultori local Palau de Santa Eulàlia,Consultori local Palau de Santa Eulàlia,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR NOU, 7",cr.,7,17476,PALAU DE SANTA EULÀLIA,171194,ALT EMPORDA,"497,113.35","4,669,126.09",2.965049007,42.174269819,11/11/2025 01:10:31 PM,"Horari|INF: dj de 08 a 11:15 i MG: dj de 08 a 11:15, fora d'aquest horari adreceu-vos al CAP Bàscara de dl. a dg. De 8 a 20 h o a l'Hospital de Figueres.",POINT (2.965049007 42.174269819)
3620006,Atenció continuada CAP Balaguer,Atenció continuada CAP Balaguer,Salut|Centres sanitaris|2. Centres amb atenció continuada|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR ÀNGEL GUIMERÀ, 22",cr.,22,25600,BALAGUER,250404,NOGUERA,"317,599.36","4,628,403.19",0.804945133,41.786521106,11/11/2025 01:10:32 PM,Horari|24 hores. En cas d'urgència truqueu al 061 Salut Respon.,POINT (0.804945133 41.786521106)
3622310,Atenció continuada CAP Guardiola de Berguedà,Atenció continuada CAP Guardiola de Berguedà,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR ESTACIÓ, 4",cr.,4,8694,GUARDIOLA DE BERGUEDÀ,80996,BERGUEDA,"407,469.73","4,676,041.12",1.878663413,42.231072929,11/11/2025 01:10:31 PM,"Horari|de dl. a dv. de 20 a 8 h. ds., dg. i festius 24 h.",POINT (1.878663413 42.231072929)
3620411,Consultori local Vilobí d'Onyar,Consultori local Vilobí d'Onyar,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CN FERRER PAGES, S/N",cn.,S/N,17185,VILOBÍ D'ONYAR,172333,SELVA,"479,079.19","4,637,413.07",2.747827303,41.888371189,11/11/2025 01:10:31 PM,"Horari|de dl. a dv. de 8 a 15 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP la Selva de Santa Coloma de Farners, obert 24 hores.",POINT (2.747827303 41.888371189)
33697649,ASSIR CAP Navarcles,ASSIR CAP Navarcles,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV LLUÍS COMPANYS, 2",av.,2,8270,NAVARCLES,81402,BAGES,"409,364.15","4,622,999.58",1.909799332,41.753654144,11/11/2025 01:10:31 PM,,POINT (1.909799332 41.753654144)
3622571,PADES Cornellà de Llobregat,PADES Cornellà de Llobregat,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR CREU D'EN MUNTANER, S/N",cr.,S/N,8970,SANT JOAN DESPÍ,82172,BAIX LLOBREGAT,"420,992.81","4,580,388.30",2.05525992,41.371133856,11/11/2025 01:10:31 PM,Horari|De 8 a 15 h.,POINT (2.05525992 41.371133856)
33695887,ASSIR CL Vacarisses,ASSIR CL Vacarisses,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SALVADOR BADIA, S/N",cr.,S/N,8233,VACARISSES,82917,VALLES OCCIDENTAL,"409,689.02","4,606,639.99",1.916181456,41.606364056,11/11/2025 01:10:31 PM,,POINT (1.916181456 41.606364056)
3621060,CAS Les Corts,CAS Les Corts,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR MONTNEGRE, 21",cr.,21,8029,BARCELONA,80193,BARCELONES,"427,990.83","4,582,142.16",2.138721932,41.387586701,11/11/2025 01:10:32 PM,"Horari|De dilluns a dijous de 9 a 15 h i de 15.45 a 19.30 h, divendres de 9 a 15 h. HORARI DE REDUCCIÓ DE DANYS: De dilluns a dijous de 9 a 15 h i de 15.45 a 19.30 h, divendres de 9 a 15 h.",POINT (2.138721932 41.387586701000004)
3620428,Consultori local Albons,Consultori local Albons,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SANT CRIST, 1",cr.,1,17136,ALBONS,170046,BAIX EMPORDA,"507,097.70","4,661,217.10",3.085841291,42.103011079,11/11/2025 01:10:31 PM,"Horari|dc. de 15 a 20h ,dl. dt. dj. i dv. de 8 a 15h. Amb agenda complementaria  amb  Viladamat i Albons . Fora d'aquest horari, adreçeu-vos al CAP Moises Broggi de l'Escala o a l'Hospital de Figueres.",POINT (3.085841291 42.103011079)
3619836,Consultori local Pratdip,Consultori local Pratdip,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV CATALUNYA, 7",av.,7,43320,PRATDIP,431188,BAIX CAMP,"321,129.05","4,546,661.42",0.871563887,41.051543961,11/11/2025 01:10:31 PM,Horari|Dm i dj: 8 a 15h.,POINT (0.8715638870000001 41.051543961)
33135119,ASSIR CAP Santa Coloma de Queralt,ASSIR CAP Santa Coloma de Queralt,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SEGARRA, 3",cr.,3,43420,SANTA COLOMA DE QUERALT,431397,CONCA DE BARBERA,"365,348.03","4,599,417.41",1.385836844,41.535086865,11/11/2025 01:10:31 PM,"Horari|De dilluns a divendres de 8 a 20 h. Aquest ASSIR presta serveis en altres punts d'atenció, truqueu al vostre CAP i us informaran.",POINT (1.385836844 41.535086865)
3622697,CAS Delta,CAS Delta,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR TERMES ROMANES, 12",cr.,12,8911,BADALONA,80155,BARCELONES,"437,112.91","4,589,326.62",2.247071359,41.453060586,11/11/2025 01:10:32 PM,,POINT (2.247071359 41.453060586)
3619585,Atenció continuada CAP Almenar,Atenció continuada CAP Almenar,Salut|Centres sanitaris|2. Centres amb atenció continuada|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR ESCOLES, 3",cr.,3,25126,ALMENAR,250215,SEGRIA,"298,094.35","4,629,934.51",0.569889865,41.795578289,11/11/2025 01:10:32 PM,"Horari|Dies feiners de 17 a  21h. ds., dg. i festius de 9 a 21 h. Fora d'aquest horari truqueu al 061 Salut Respon.",POINT (0.569889865 41.795578289)
3621549,Hospital de dia sociosanitari Fundació Esclerosi Múltiple,Hospital de dia sociosanitari Fundació Esclerosi Múltiple,Salut|Centres sanitaris|4. Centres sociosanitaris|,"PS VALL D'HEBRON, 119",ps.,119,8035,BARCELONA,80193,BARCELONES,"428,429.05","4,586,626.96",2.143432368,41.428018548,11/11/2025 01:10:31 PM,,POINT (2.143432368 41.428018548)
3620668,CAP Horta - Equip Barcelona 7F,CAP Horta - Equip Barcelona 7F,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LISBOA, 1",cr.,1,8032,BARCELONA,80193,BARCELONES,"429,728.35","4,586,780.47",2.158962996,41.42951588,11/11/2025 01:10:31 PM,Horari|De dl. a dv. de 8 a 20 h. Línia Pediàtrica de 8 a 20h. Ds de 9 a 14h Centre Atenció Continuada (CAC) El Carmel. Fora d'aquest horari telèfon 061 Salut Respon o CUAP Horta.,POINT (2.158962996 41.42951588)
3622471,CSMIJ Mataró,CSMIJ Mataró,Salut|Centres sanitaris|5. Centres de salut mental|,"CR SANT PELEGRÍ, 1-3",cr.,1-3,8301,MATARÓ,81213,MARESME,"454,044.55","4,598,848.08",2.449051959,41.539968962,11/11/2025 01:10:31 PM,,POINT (2.449051959 41.539968962)
3620330,CAP Piera,CAP Piera,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"AV carretera d'igualada, 62",av.,62,8784,PIERA,81614,ANOIA,"395,701.02","4,597,977.87",1.749852743,41.526654953,11/11/2025 01:10:32 PM,Horari|Obert 24 hores.,POINT (1.749852743 41.526654953)
3620706,Centre Residencial Sociosanitari l'Ametlla del Vallès,Centre Residencial Sociosanitari l'Ametlla del Vallès,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CT LLERONA, S/N",ct.,S/N,8480,L'AMETLLA DEL VALLÈS,80057,VALLES ORIENTAL,"439,406.57","4,612,564.90",2.272186099,41.6625358,11/11/2025 01:10:31 PM,,POINT (2.272186099 41.6625358)
33983591,Centre SRC Lesseps,Centre SRC Lesseps,Salut|Centres sanitaris|5. Centres de salut mental|,"CR CONSELL DE CENT, 118, pis 2, porta 1",cr.,118,8015,BARCELONA,80193,BARCELONES,"429,119.69","4,581,385.50",2.152310933,41.380871988,11/11/2025 01:10:31 PM,,POINT (2.152310933 41.380871988)
3620005,Consultori local Vilanova de la Sal,Consultori local Vilanova de la Sal,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE LA VILA, 1",pl.,1,25612,LES AVELLANES I SANTA LINYA,250371,NOGUERA,"316,362.47","4,638,629.31",0.786901072,41.878273052,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 44 60 28).  Atenció continuada 24 h al CAP Balaguer.,POINT (0.786901072 41.878273052)
34329537,Consultori local Biosca,Consultori local Biosca,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CM NOU, 5",cm.,5,25752,,250557,,"363,698.09","4,633,512.23",1.358277718,41.841779243,11/11/2025 01:10:31 PM,"Horari|dc., de 8 a 10,30 h. Fora dels horaris d'obertura us podeu adreçar al CAP Calaf o truqueu al 061 Salut Respon.",POINT (1.358277718 41.841779243)
3619884,Consultori local Riudecols,Consultori local Riudecols,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LA PARRA, 2",cr.,2,43390,RIUDECOLS,431286,BAIX CAMP,"330,238.80","4,559,485.89",0.976353869,41.168946254,11/11/2025 01:10:31 PM,Horari|Dll a dv: 8:00 H a 15:00 H.  Estiu: Del 22/07 fins al 05/09 tancat.,POINT (0.9763538690000001 41.168946254)
3619781,Pius Hospital de Valls,Pius Hospital de Valls,Salut|Centres sanitaris|4. Centres sociosanitaris|,"PL SANT FRANCESC, 1",pl.,1,43800,VALLS,431613,ALT CAMP,"353,585.85","4,571,703.16",1.251601136,41.283499665,11/11/2025 01:10:31 PM,,POINT (1.2516011360000001 41.283499665)
3622016,Consultori local Collbató,Consultori local Collbató,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PS DE LA FUMADA, 8",ps.,8,8293,COLLBATÓ,80692,BAIX LLOBREGAT,"402,139.17","4,602,357.89",1.826292241,41.566912061,11/11/2025 01:10:31 PM,"Horari|Dilluns de 8 a 13h. Dimarts, dimecres, dijous  i divendres de 8 a 20h. Fora d'aquest horari, caps de setmana i festius al CUAP Sant Andreu de la Barca, PAC Esparreguera o Hospital Sant Joan de Déu de Martorell o be truqueu al 061 Salut Respon",POINT (1.826292241 41.566912061)
3621382,CUAP Horta,CUAP Horta,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SANT GAUDENCI, 21",cr.,21,8031,BARCELONA,80193,BARCELONES,"429,604.53","4,587,369.45",2.157412645,41.434809754,11/11/2025 01:10:31 PM,Horari|24 h.,POINT (2.157412645 41.434809754)
3620173,Consultori local Toses,Consultori local Toses,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SOLEI, 2",cr.,2,17536,TOSES,172018,RIPOLLES,"419,055.53","4,685,953.73",2.017660167,42.321621575,11/11/2025 01:10:31 PM,"Horari|3r dc de cada mes de 9 a 10h. amb cita prèviaFora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP Ribes de Fresser, de 8 a 20 h, i la resta de l'horari a l'Hospital de Campdevànol.",POINT (2.017660167 42.321621575)
3620334,Atenció continuada CAP Llançà,Atenció continuada CAP Llançà,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR DOLORS FALCÓ, 16",cr.,16,17490,LLANÇÀ,170926,ALT EMPORDA,"512,402.44","4,690,189.38",3.150617221,42.363877381,11/11/2025 01:10:31 PM,"Horari|24 hores. En cas d'urgència, truqueu al 061 Salut Respon",POINT (3.150617221 42.363877381)
33134360,ASSIR CAP Besós Mar,ASSIR CAP Besós Mar,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ALFONS EL MAGNÀNIM, 57",cr.,57,8019,BARCELONA,80193,BARCELONES,"434,432.23","4,585,165.40",2.215430711,41.415367158,11/11/2025 01:10:31 PM,,POINT (2.215430711 41.415367158)
3621710,PADES Sant Martí Nord,PADES Sant Martí Nord,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR AUSIÀS MARCH, 39",cr.,39,8010,BARCELONA,80193,BARCELONES,"431,137.50","4,582,601.24",2.176302205,41.391997062,11/11/2025 01:10:31 PM,,POINT (2.176302205 41.391997062)
3620360,PADES Manresa,PADES Manresa,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR SOLER I MARCH, 6",cr.,6,8242,MANRESA,81136,BAGES,"402,250.06","4,620,612.74",1.824637396,41.731316515,11/11/2025 01:10:31 PM,,POINT (1.824637396 41.731316515)
3620242,Consultori local El Far d'Empordà,Consultori local El Far d'Empordà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE LA VILA, 1",pl.,1,17469,EL FAR D'EMPORDÀ,170059,ALT EMPORDA,"499,618.99","4,677,613.01",2.995381248,42.250711119,11/11/2025 01:10:31 PM,Horari|dc. de 8 a 13h  Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al al CAP Ernest Lluch de Figueres de dl. a dv. de 8 a 20h o a l'Hospital de Figueres.,POINT (2.995381248 42.250711119)
6645086,CAP Roger,CAP Roger,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ROGER, 48-64",cr.,48-64,8028,BARCELONA,80193,BARCELONES,"427,123.77","4,581,017.24",2.128487678,41.377376917,11/11/2025 01:10:31 PM,Horari|De dl. a dv. de 8 a 20 h. Fora d'aquest horari telèfon 061 Salut Respon o al CUAP Manso. Urgències pediàtriques de 8 a 22 h al Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE) de dl. a dg.,POINT (2.128487678 41.377376917)
3622318,CAP La Granja,CAP La Granja,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DE LES SÍNIES, 9-15",cr.,9-15,8750,MOLINS DE REI,81234,BAIX LLOBREGAT,"417,420.72","4,585,598.58",2.011841716,41.417700463,11/11/2025 01:10:31 PM,Horari|De dilluns a diumenge de 8h a 20 h. Fora de l'horari  CUAP Cornellà (obert 24h) o bé truqueu al 061 Salut Respon,POINT (2.011841716 41.417700463)
7512117,Servei de Rehabilitació Comunitària Sarrià-St Gervasi,Servei de Rehabilitació Comunitària Sarrià-St Gervasi,Salut|Centres sanitaris|5. Centres de salut mental|,"CR ESCOLES PIES, 28",cr.,28,8017,BARCELONA,80193,BARCELONES,"427,622.20","4,583,220.01",2.134184575,41.397261334,11/11/2025 01:10:31 PM,,POINT (2.134184575 41.397261334)
3621521,Consultori local Guardiola de Font-rubí,Consultori local Guardiola de Font-rubí,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE L'AJUNTAMENT, 1",pl.,1,8736,FONT-RUBÍ,80850,ALT PENEDES,"387,322.51","4,585,606.90",1.651762567,41.414118944,11/11/2025 01:10:31 PM,"Horari|Dilluns, dimarts (alterns), dimecres i divendres de 8 a 15h. De 15 a 20h al CAP Santa Margarida i els Monjos.  Fora d'aquest horari, caps de setmana i festius a l'Hospital Comarcal Alt Penedès o bé truqueu al 061 Salut Respon.",POINT (1.651762567 41.414118944)
3620069,CAP Sarrià de Ter,CAP Sarrià de Ter,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR MOSSÈN CINTO VERDAGUER, 3",cr.,3,17840,SARRIÀ DE TER,171864,GIRONES,"484,849.05","4,651,543.36",2.817011341,42.015770079,11/11/2025 01:10:32 PM,Horari|de dl. a dg. de 8 a 20 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP Güell (Girona) de 20 a 8 h.,POINT (2.817011341 42.015770079)
3619757,Consultori local La Nou de Gaià,Consultori local La Nou de Gaià,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DEL CENTENARI, 2",pl.,2,43763,LA NOU DE GAIÀ,430976,TARRAGONES,"363,608.61","4,560,333.59",1.37377927,41.182880803,11/11/2025 01:10:31 PM,Horari|Dm: 9.00 a 14.00. Dc: 8.00 a 10.00. Dv: 8.00 a 14.00. Atenció continuada 24 h al CAP Torredembarra,POINT (1.37377927 41.182880803)
3620483,Consultori local La Tallada d'Empordà,Consultori local La Tallada d'Empordà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LES TORRES, 1",cr.,1,17134,LA TALLADA D'EMPORDÀ,171959,BAIX EMPORDA,"504,609.90","4,658,598.50",3.055732656,42.07944524,11/11/2025 01:10:31 PM,Horari|dj. de 16 a 20h. Fora d'aquest horari adreceu-vos al CAP Torroella de Mongrí o l'Hospital de Palamós,POINT (3.055732656 42.07944524)
14742880,Hospital de Dia Collblanc,Hospital de Dia Collblanc,Salut|Centres sanitaris|5. Centres de salut mental|,"CR VINYETA, 15-17",cr.,15-17,8904,L'HOSPITALET DE LLOBREGAT,81017,BARCELONES,"426,071.97","4,580,355.82",2.115991506,41.371323815,11/11/2025 01:10:31 PM,Horari|Horari: de dilluns a dijous de 8h a 16h i divendres de 8h a 14h.,POINT (2.115991506 41.371323815)
3619711,Consultori local Rocallaura,Consultori local Rocallaura,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MONTSERRAT, 3",cr.,3,25269,VALLBONA DE LES MONGES,252385,URGELL,"345,445.16","4,596,694.11",1.148059358,41.506974156,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 33 71 57).  Atenció continuada 24 h al  CAP Bellpuig.,POINT (1.148059358 41.506974156)
3619546,CAP Guissona,CAP Guissona,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"RB DELS SEGADORS, 57",rb.,57,25210,GUISSONA,251109,SEGARRA,"358,049.02","4,626,989.03",1.291826199,41.78205867,11/11/2025 01:10:32 PM,"Horari|Dies feiners, de 8 a 20 h i ds., dg. i festius, de 9 a 20 h. Fora d'aquest horari, truqueu al 061 Salut Respon o al CAP Cervera (973 532 529).",POINT (1.291826199 41.78205867)
3622797,CAP Torelló,CAP Torelló,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"AV POMPEU FABRA, 8",av.,8,8570,TORELLÓ,82858,OSONA,"438,991.82","4,655,227.02",2.263947299,42.046723751,11/11/2025 01:10:32 PM,"Horari|de dl. a dv., de 8 a 20 h.",POINT (2.263947299 42.046723751)
7512103,Servei de Rehabilitació Comunitària d'Adults Residència Eixample,Servei de Rehabilitació Comunitària d'Adults Residència Eixample,Salut|Centres sanitaris|5. Centres de salut mental|,"PG VILARET, 44-46",pg.,44-46,8013,BARCELONA,80193,BARCELONES,"431,345.91","4,584,250.69",2.178607748,41.406870901,11/11/2025 01:10:31 PM,,POINT (2.178607748 41.406870901)
3620169,Consultori local Sant Joan de les Abadesses,Consultori local Sant Joan de les Abadesses,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SOMATENISTA RAMON D'URG, S/N",cr.,S/N,17860,SANT JOAN DE LES ABADESSES,171674,RIPOLLES,"441,115.61","4,675,810.72",2.286388161,42.232259352,11/11/2025 01:10:31 PM,"Horari|dl. dt. i dj de 8 a 20h, dc. i dv. de 8 a 15h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP Ripollès de dl. a dg. de 8 a 20 h o a l'Hospital de Campdevànol.",POINT (2.286388161 42.232259352)
3619591,Consultori local Aspa,Consultori local Aspa,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MAJOR, 5",cr.,5,25151,ASPA,250365,SEGRIA,"305,677.36","4,596,447.73",0.671963644,41.496099865,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 72 01 11).,POINT (0.6719636440000001 41.496099865)
10927792,ASSIR CAP Osona,ASSIR CAP Osona,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE LA DIVINA PASTORA, 6",pl.,6,8500,VIC,82981,OSONA,"438,723.07","4,642,385.49",2.260897437,41.93105492,11/11/2025 01:10:31 PM,"Horari|de dl. a dv. de 8 a 20 h. Aquest ASSIR presta serveis en altres punts d'atenció, truqueu al vostre CAP i us informaran.",POINT (2.260897437 41.93105492)
3620240,Consultori local Agullana,Consultori local Agullana,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LLUÍS GOMIS, 2",cr.,2,17707,AGULLANA,170010,ALT EMPORDA,"487,408.43","4,693,493.84",2.847013804,42.393634421,11/11/2025 01:10:31 PM,Horari|Obert amb activitat programada MG: dl. de 8 a 15h i dv. de 8 a 11h DSI: dl. d'11 a 13h i dv. de 8 a 15h.  Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP Doctor Subirós de La Jonquera.,POINT (2.847013804 42.393634421)
3622184,CAP Dr. Bartomeu Fabrés Anglada (Gavà 2),CAP Dr. Bartomeu Fabrés Anglada (Gavà 2),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR RIERA DE LES PARETS, 7",cr.,7,8850,GAVÀ,80898,BAIX LLOBREGAT,"416,655.71","4,572,570.45",2.0044785,41.300286155,11/11/2025 01:10:31 PM,"Horari|De dilluns a divendres de 8 a 20h. Caps de setmana i festius de 8 a 20h adreceu-vos al PAC Gavà 1. Fora d'aquest horari, adreceu-vos al CUAP Castelldefels (obert 24h) o bé truqueu al 061 Salut Respon",POINT (2.0044785 41.300286155)
3622858,PADES Sant Cugat,PADES Sant Cugat,Salut|Centres sanitaris|4. Centres sociosanitaris|,"PS OLABARRIA, 145",ps.,145,8197,SANT CUGAT DEL VALLÈS,82055,VALLES OCCIDENTAL,"422,012.28","4,590,198.50",2.06618424,41.459587727,11/11/2025 01:10:31 PM,"Horari|de dilluns a diumenge, de 8 a 20 hores",POINT (2.06618424 41.459587727)
33695854,ASSIR CAP Sallent,ASSIR CAP Sallent,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR JOSEP POTELLES, 9",cr.,9,8650,SALLENT,81918,BAGES,"408,171.33","4,631,600.99",1.894123509,41.830975564,11/11/2025 01:10:31 PM,,POINT (1.894123509 41.830975564)
33135148,ASSIR CAP Roquetes,ASSIR CAP Roquetes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV DE CATALUNYA, 11",av.,11,8812,SANT PERE DE RIBES,82310,GARRAF,"394,798.01","4,565,021.83",1.744751726,41.229752211,11/11/2025 01:10:31 PM,"Horari|De dilluns a divendres de 8 a 20 h. Aquest ASSIR presta serveis en altres punts d'atenció, truqueu al vostre CAP i us informaran.",POINT (1.744751726 41.229752211)
33154230,ASSIR CAP Antoni Creus,ASSIR CAP Antoni Creus,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR ITALIA, 5",cr.,5,8228,TERRASSA,82798,VALLES OCCIDENTAL,"420,130.23","4,598,707.22",2.042523667,41.536033781,11/11/2025 01:10:31 PM,,POINT (2.042523667 41.536033781)
3619826,Consultori local Castellvell del Camp,Consultori local Castellvell del Camp,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SANT JAUME, 10",cr.,10,43392,CASTELLVELL DEL CAMP,430424,BAIX CAMP,"340,483.01","4,560,489.59",1.098142492,41.180062984,11/11/2025 01:10:31 PM,"Horari|Dll a dv: 8 a 15.30h Estiu: Consultori obert sense MF: Del 27/06 al 05/07+ 17/07+ 01/08 Consultori obert sense INF: 08/07, DEL 05/08 AL 09/08, DEL 02/09 AL 13/09",POINT (1.098142492 41.180062984)
34329538,Consultori local Torà,Consultori local Torà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DEL VALL, 1, pis BA",pl.,1,25750,,252234,,"367,333.65","4,630,239.74",1.402783164,41.812933141,11/11/2025 01:10:31 PM,"Horari|dl., de 8 a 15 h.; dt., de 14 a 20 h; dc., de 9 a 14 h.; dj., de 9 a 15 h., i  dv., de  8 a 14 h. Fora dels horaris d'obertura us podeu adreçar al CAP Calaf o truqueu al 061 Salut Respon.",POINT (1.4027831640000001 41.812933141)
