Comarca,Sexe,Cause,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
MONTSIÀ,Dones,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Dones,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Dones,XVII.Congènites,1,0,0,0,0,0,1,0,0,0,0,2,420.17,0,0,0,0,0,18.11,0,0,0,0,5.71
MONTSIÀ,Dones,XVIII.Mal definides,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,20.51,0,0,179.32,11.42
MONTSIÀ,Dones,XX.Externes,0,0,0,0,0,0,1,2,1,1,7,12,0,0,0,0,0,0,18.11,41.02,26.22,36.28,418.41,34.27
MONTSIÀ,Dones,XXI. Total,1,0,0,0,0,1,7,18,26,66,221,340,420.17,0,0,0,0,21.12,126.74,369.16,681.7,2394.78,13209.8,970.87
MONTSIÀ,Homes,I.Infeccioses,0,0,0,0,0,0,0,2,2,4,3,11,0,0,0,0,0,0,0,40.94,54.63,171.97,284.36,30.73
MONTSIÀ,Homes,II.Tumors,0,0,0,0,0,1,6,18,22,23,23,93,0,0,0,0,0,19.9,100.27,368.47,600.93,988.82,2180.09,259.81
MONTSIÀ,Homes,III.Sang,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,379.15,11.17
MONTSIÀ,Homes,IV.Endocrines,0,0,0,0,0,1,0,2,0,6,9,18,0,0,0,0,0,19.9,0,40.94,0,257.95,853.08,50.28
MONTSIÀ,Homes,V.Mentals,0,0,0,0,0,0,1,2,1,4,10,18,0,0,0,0,0,0,16.71,40.94,27.31,171.97,947.87,50.28
MONTSIÀ,Homes,VI.Nerviós,0,0,0,0,0,0,0,1,1,3,9,14,0,0,0,0,0,0,0,20.47,27.31,128.98,853.08,39.11
MONTSIÀ,Homes,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Homes,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Homes,IX.Circulatori,0,0,0,0,0,1,4,14,17,26,49,111,0,0,0,0,0,19.9,66.84,286.59,464.35,1117.8,4644.55,310.09
MONTSIÀ,Homes,X.Respiratori,0,0,0,0,0,0,0,1,5,11,23,40,0,0,0,0,0,0,0,20.47,136.57,472.91,2180.09,111.74
MONTSIÀ,Homes,XI.Digestiu,0,0,0,0,0,0,1,1,3,3,7,15,0,0,0,0,0,0,16.71,20.47,81.94,128.98,663.51,41.9
MONTSIÀ,Homes,XII.Pell,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,94.79,2.79
MONTSIÀ,Homes,XIII.Osteomuscular,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,20.47,0,42.99,94.79,8.38
MONTSIÀ,Homes,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,257.95,947.87,44.7
MONTSIÀ,Homes,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Homes,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Homes,XVII.Congènites,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,19.9,0,0,27.31,0,0,5.59
MONTSIÀ,Homes,XVIII.Mal definides,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,19.9,0,0,0,0,189.57,8.38
MONTSIÀ,Homes,XX.Externes,0,0,0,1,1,1,1,4,0,6,7,21,0,0,0,23.77,26.12,19.9,16.71,81.88,0,257.95,663.51,58.67
MONTSIÀ,Homes,XXI. Total,0,0,0,1,1,6,13,46,52,93,158,370,0,0,0,23.77,26.12,119.43,217.25,941.66,1420.38,3998.28,14976.3,1033.64
MONTSIÀ,Total,I.Infeccioses,0,0,0,0,0,0,0,2,4,6,10,22,0,0,0,0,0,0,0,20.49,53.51,118.06,366.57,31.07
MONTSIÀ,Total,II.Tumors,0,0,0,0,0,2,8,27,35,42,49,163,0,0,0,0,0,20.49,69.52,276.61,468.23,826.45,1796.19,230.17
MONTSIÀ,Total,III.Sang,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,183.28,7.06
MONTSIÀ,Total,IV.Endocrines,0,0,0,0,0,1,0,2,0,10,23,36,0,0,0,0,0,10.25,0,20.49,0,196.77,843.11,50.84
MONTSIÀ,Total,V.Mentals,0,0,0,0,0,0,1,2,3,5,28,39,0,0,0,0,0,0,8.69,20.49,40.13,98.39,1026.39,55.07
MONTSIÀ,Total,VI.Nerviós,0,0,0,0,0,0,0,1,2,7,22,32,0,0,0,0,0,0,0,10.24,26.76,137.74,806.45,45.19
MONTSIÀ,Total,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Total,VIII.Oïda,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.69,0,0,0,0,1.41
MONTSIÀ,Total,IX.Circulatori,0,0,0,0,0,1,5,18,20,48,120,212,0,0,0,0,0,10.25,43.45,184.41,267.56,944.51,4398.83,299.37
MONTSIÀ,Total,X.Respiratori,0,0,0,0,0,0,0,2,7,15,48,72,0,0,0,0,0,0,0,20.49,93.65,295.16,1759.53,101.67
MONTSIÀ,Total,XI.Digestiu,0,0,0,0,0,0,2,1,5,8,13,29,0,0,0,0,0,0,17.38,10.24,66.89,157.42,476.54,40.95
MONTSIÀ,Total,XII.Pell,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,19.68,73.31,4.24
MONTSIÀ,Total,XIII.Osteomuscular,0,0,0,0,0,0,0,2,0,1,7,10,0,0,0,0,0,0,0,20.49,0,19.68,256.6,14.12
MONTSIÀ,Total,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,9,33,42,0,0,0,0,0,0,0,0,0,177.1,1209.68,59.31
MONTSIÀ,Total,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Total,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTSIÀ,Total,XVII.Congènites,1,0,0,0,0,1,1,0,1,0,0,4,214.59,0,0,0,0,10.25,8.69,0,13.38,0,0,5.65
MONTSIÀ,Total,XVIII.Mal definides,0,0,0,0,0,1,0,1,0,0,5,7,0,0,0,0,0,10.25,0,10.24,0,0,183.28,9.88
MONTSIÀ,Total,XX.Externes,0,0,0,1,1,1,2,6,1,7,14,33,0,0,0,12.92,13.77,10.25,17.38,61.47,13.38,137.74,513.2,46.6
MONTSIÀ,Total,XXI. Total,1,0,0,1,1,7,20,64,78,159,379,710,214.59,0,0,12.92,13.77,71.73,173.81,655.67,1043.48,3128.69,13892.96,1002.6
NOGUERA,Dones,I.Infeccioses,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,64.27,456.62,31.5
NOGUERA,Dones,II.Tumors,0,0,0,0,0,0,2,11,8,12,14,47,0,0,0,0,0,0,72.2,416.19,384.43,771.21,1278.54,246.75
NOGUERA,Dones,III.Sang,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,48.05,0,273.97,21
NOGUERA,Dones,IV.Endocrines,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0,128.53,456.62,36.75
NOGUERA,Dones,V.Mentals,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,64.27,547.95,36.75
NOGUERA,Dones,VI.Nerviós,0,0,0,0,0,0,0,0,2,5,12,19,0,0,0,0,0,0,0,0,96.11,321.34,1095.89,99.75
NOGUERA,Dones,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Dones,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Dones,IX.Circulatori,0,0,0,0,0,0,0,1,0,9,31,41,0,0,0,0,0,0,0,37.84,0,578.41,2831.05,215.25
NOGUERA,Dones,X.Respiratori,0,0,0,0,0,1,0,0,0,3,20,24,0,0,0,0,0,41.56,0,0,0,192.8,1826.48,126
NOGUERA,Dones,XI.Digestiu,0,0,0,0,0,0,2,1,1,4,5,13,0,0,0,0,0,0,72.2,37.84,48.05,257.07,456.62,68.25
NOGUERA,Dones,XII.Pell,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,91.32,5.25
NOGUERA,Dones,XIII.Osteomuscular,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,365.3,21
NOGUERA,Dones,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,1,11,12,0,0,0,0,0,0,0,0,0,64.27,1004.57,63
NOGUERA,Dones,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Dones,XVI.Perinatal,1,0,0,0,0,0,0,0,0,0,0,1,757.58,0,0,0,0,0,0,0,0,0,0,5.25
NOGUERA,Dones,XVII.Congènites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Dones,XVIII.Mal definides,0,0,0,0,0,0,0,0,0,1,12,13,0,0,0,0,0,0,0,0,0,64.27,1095.89,68.25
NOGUERA,Dones,XX.Externes,0,0,0,1,0,1,1,0,1,1,5,10,0,0,0,52.77,0,41.56,36.1,0,48.05,64.27,456.62,52.5
NOGUERA,Dones,XXI. Total,1,0,0,1,0,2,5,13,13,40,134,209,757.58,0,0,52.77,0,83.13,180.51,491.87,624.7,2570.69,12237.44,1097.23
NOGUERA,Homes,I.Infeccioses,0,0,0,0,0,0,0,0,1,3,3,7,0,0,0,0,0,0,0,0,48.1,241.94,481.54,33.95
NOGUERA,Homes,II.Tumors,0,0,0,0,0,2,2,11,18,12,20,65,0,0,0,0,0,70.15,59.01,373.51,865.8,967.74,3210.27,315.26
NOGUERA,Homes,III.Sang,0,0,1,0,0,0,0,0,0,0,0,1,0,0,47.89,0,0,0,0,0,0,0,0,4.85
NOGUERA,Homes,IV.Endocrines,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0,483.87,321.03,38.8
NOGUERA,Homes,V.Mentals,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,80.65,321.03,14.55
NOGUERA,Homes,VI.Nerviós,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,322.58,481.54,33.95
NOGUERA,Homes,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Homes,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Homes,IX.Circulatori,0,0,0,0,0,0,2,8,7,12,25,54,0,0,0,0,0,0,59.01,271.65,336.7,967.74,4012.84,261.91
NOGUERA,Homes,X.Respiratori,0,0,0,0,0,0,0,1,2,6,18,27,0,0,0,0,0,0,0,33.96,96.2,483.87,2889.25,130.95
NOGUERA,Homes,XI.Digestiu,0,0,0,0,0,0,2,3,1,3,2,11,0,0,0,0,0,0,59.01,101.87,48.1,241.94,321.03,53.35
NOGUERA,Homes,XII.Pell,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80.65,0,4.85
NOGUERA,Homes,XIII.Osteomuscular,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,642.05,19.4
NOGUERA,Homes,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0,161.29,1123.6,43.65
NOGUERA,Homes,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Homes,XVI.Perinatal,1,0,0,0,0,0,0,0,0,0,0,1,769.23,0,0,0,0,0,0,0,0,0,0,4.85
NOGUERA,Homes,XVII.Congènites,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,160.51,4.85
NOGUERA,Homes,XVIII.Mal definides,0,0,0,0,0,0,0,0,0,1,7,8,0,0,0,0,0,0,0,0,0,80.65,1123.6,38.8
NOGUERA,Homes,XX.Externes,0,0,0,1,0,0,1,0,1,1,3,7,0,0,0,43.74,0,0,29.51,0,48.1,80.65,481.54,33.95
NOGUERA,Homes,XXI. Total,1,0,1,1,0,2,7,23,30,52,97,214,769.23,0,47.89,43.74,0,70.15,206.55,780.98,1443,4193.55,15569.82,1037.93
NOGUERA,Total,I.Infeccioses,0,0,0,0,0,0,0,0,1,4,8,13,0,0,0,0,0,0,0,0,24.04,143.06,465.66,32.77
NOGUERA,Total,II.Tumors,0,0,0,0,0,2,4,22,26,24,34,112,0,0,0,0,0,38.04,64.95,393.7,625,858.37,1979.05,282.36
NOGUERA,Total,III.Sang,0,0,1,0,0,0,0,0,1,0,3,5,0,0,24.82,0,0,0,0,0,24.04,0,174.62,12.61
NOGUERA,Total,IV.Endocrines,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,0,0,0,286.12,407.45,37.82
NOGUERA,Total,V.Mentals,0,0,0,0,0,0,0,0,0,2,8,10,0,0,0,0,0,0,0,0,0,71.53,465.66,25.21
NOGUERA,Total,VI.Nerviós,0,0,0,0,0,0,0,0,2,9,15,26,0,0,0,0,0,0,0,0,48.08,321.89,873.11,65.55
NOGUERA,Total,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Total,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Total,IX.Circulatori,0,0,0,0,0,0,2,9,7,21,56,95,0,0,0,0,0,0,32.47,161.06,168.27,751.07,3259.6,239.5
NOGUERA,Total,X.Respiratori,0,0,0,0,0,1,0,1,2,9,38,51,0,0,0,0,0,19.02,0,17.9,48.08,321.89,2211.87,128.57
NOGUERA,Total,XI.Digestiu,0,0,0,0,0,0,4,4,2,7,7,24,0,0,0,0,0,0,64.95,71.58,48.08,250.36,407.45,60.51
NOGUERA,Total,XII.Pell,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,35.77,58.21,5.04
NOGUERA,Total,XIII.Osteomuscular,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,465.66,20.17
NOGUERA,Total,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,3,18,21,0,0,0,0,0,0,0,0,0,107.3,1047.73,52.94
NOGUERA,Total,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGUERA,Total,XVI.Perinatal,2,0,0,0,0,0,0,0,0,0,0,2,763.36,0,0,0,0,0,0,0,0,0,0,5.04
NOGUERA,Total,XVII.Congènites,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,58.21,2.52
NOGUERA,Total,XVIII.Mal definides,0,0,0,0,0,0,0,0,0,2,19,21,0,0,0,0,0,0,0,0,0,71.53,1105.94,52.94
NOGUERA,Total,XX.Externes,0,0,0,2,0,1,2,0,2,2,8,17,0,0,0,47.84,0,19.02,32.47,0,48.08,71.53,465.66,42.86
NOGUERA,Total,XXI. Total,2,0,1,2,0,4,12,36,43,92,231,423,763.36,0,24.82,47.84,0,76.09,194.84,644.24,1033.65,3290.41,13445.87,1066.4
OSONA,Dones,I.Infeccioses,0,0,0,0,0,0,1,0,2,5,18,26,0,0,0,0,0,0,7.9,0,23.16,90.94,510.2,31.07
OSONA,Dones,II.Tumors,0,0,0,0,0,5,10,25,22,32,48,142,0,0,0,0,0,43.15,79.04,223.39,254.75,582.03,1360.54,169.67
OSONA,Dones,III.Sang,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,11.58,0,56.69,3.58
OSONA,Dones,IV.Endocrines,0,0,0,0,0,0,0,0,2,6,12,20,0,0,0,0,0,0,0,0,23.16,109.13,340.14,23.9
OSONA,Dones,V.Mentals,0,0,0,0,0,0,1,0,3,4,49,57,0,0,0,0,0,0,7.9,0,34.74,72.75,1388.89,68.11
OSONA,Dones,VI.Nerviós,0,0,0,0,0,1,0,0,2,11,54,68,0,0,0,0,0,8.63,0,0,23.16,200.07,1530.61,81.25
OSONA,Dones,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Dones,VIII.Oïda,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18.19,0,1.19
OSONA,Dones,IX.Circulatori,0,0,0,0,0,0,2,4,8,27,123,164,0,0,0,0,0,0,15.81,35.74,92.64,491.09,3486.39,195.96
OSONA,Dones,X.Respiratori,0,0,0,0,0,0,0,0,5,8,60,73,0,0,0,0,0,0,0,0,57.9,145.51,1700.68,87.23
OSONA,Dones,XI.Digestiu,0,0,0,0,0,0,0,1,5,7,32,45,0,0,0,0,0,0,0,8.94,57.9,127.32,907.03,53.77
OSONA,Dones,XII.Pell,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.63,0,0,0,0,0,1.19
OSONA,Dones,XIII.Osteomuscular,0,0,0,0,0,0,0,0,1,2,22,25,0,0,0,0,0,0,0,0,11.58,36.38,623.58,29.87
OSONA,Dones,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,7,30,37,0,0,0,0,0,0,0,0,0,127.32,850.34,44.21
OSONA,Dones,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Dones,XVI.Perinatal,2,0,0,0,0,0,0,0,0,0,0,2,315.96,0,0,0,0,0,0,0,0,0,0,2.39
OSONA,Dones,XVII.Congènites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Dones,XVIII.Mal definides,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,18.19,113.38,5.97
OSONA,Dones,XX.Externes,0,0,0,0,0,0,2,2,3,5,21,33,0,0,0,0,0,0,15.81,17.87,34.74,90.94,595.24,39.43
OSONA,Dones,XXI. Total,2,0,0,0,0,7,16,32,54,116,475,702,315.96,0,0,0,0,60.41,126.46,285.94,625.29,2109.86,13463.72,838.8
OSONA,Homes,I.Infeccioses,0,0,0,0,0,0,0,0,6,9,12,27,0,0,0,0,0,0,0,0,73.94,216.29,703.4,31.79
OSONA,Homes,II.Tumors,0,0,0,0,3,1,3,34,54,66,49,210,0,0,0,0,29.77,8.33,21.33,299.53,665.43,1586.16,2872.22,247.23
OSONA,Homes,III.Sang,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,7.11,0,0,0,58.62,2.35
OSONA,Homes,IV.Endocrines,0,0,0,0,1,0,1,1,4,3,7,17,0,0,0,0,9.92,0,7.11,8.81,49.29,72.1,410.32,20.01
OSONA,Homes,V.Mentals,0,0,0,0,0,0,0,0,2,5,21,28,0,0,0,0,0,0,0,0,24.65,120.16,1230.95,32.96
OSONA,Homes,VI.Nerviós,0,0,0,0,0,0,0,1,8,10,18,37,0,0,0,0,0,0,0,8.81,98.58,240.33,1055.1,43.56
OSONA,Homes,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Homes,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Homes,IX.Circulatori,0,0,0,0,1,1,9,17,27,50,73,178,0,0,0,0,9.92,8.33,63.99,149.77,332.72,1201.63,4279.02,209.56
OSONA,Homes,X.Respiratori,0,0,0,0,0,0,3,2,4,14,46,69,0,0,0,0,0,0,21.33,17.62,49.29,336.46,2696.37,81.23
OSONA,Homes,XI.Digestiu,0,0,0,0,0,1,3,6,6,4,12,32,0,0,0,0,0,8.33,21.33,52.86,73.94,96.13,703.4,37.67
OSONA,Homes,XII.Pell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Homes,XIII.Osteomuscular,0,0,0,0,0,0,0,0,1,1,9,11,0,0,0,0,0,0,0,0,12.32,24.03,527.55,12.95
OSONA,Homes,XIV.Genitourinari,0,0,0,0,0,0,0,2,1,5,13,21,0,0,0,0,0,0,0,17.62,12.32,120.16,762.02,24.72
OSONA,Homes,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Homes,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Homes,XVII.Congènites,1,0,0,0,0,0,0,0,0,0,1,2,147.93,0,0,0,0,0,0,0,0,0,58.62,2.35
OSONA,Homes,XVIII.Mal definides,0,0,0,0,0,0,1,0,4,4,3,12,0,0,0,0,0,0,7.11,0,49.29,96.13,175.85,14.13
OSONA,Homes,XX.Externes,0,0,0,2,1,4,5,4,4,10,11,41,0,0,0,19.53,9.92,33.3,35.55,35.24,49.29,240.33,644.78,48.27
OSONA,Homes,XXI. Total,1,0,0,2,6,7,26,67,121,181,276,687,147.93,0,0,19.53,59.54,58.28,184.86,590.26,1491.07,4349.92,16178.19,808.8
OSONA,Total,I.Infeccioses,0,0,0,0,0,0,1,0,8,14,30,53,0,0,0,0,0,0,3.74,0,47.76,144.94,573.18,31.43
OSONA,Total,II.Tumors,0,0,0,0,3,6,13,59,76,98,97,352,0,0,0,0,15.66,25.43,48.66,261.73,453.7,1014.6,1853.27,208.74
OSONA,Total,III.Sang,0,0,0,0,0,0,1,0,1,0,3,5,0,0,0,0,0,0,3.74,0,5.97,0,57.32,2.97
OSONA,Total,IV.Endocrines,0,0,0,0,1,0,1,1,6,9,19,37,0,0,0,0,5.22,0,3.74,4.44,35.82,93.18,363.01,21.94
OSONA,Total,V.Mentals,0,0,0,0,0,0,1,0,5,9,70,85,0,0,0,0,0,0,3.74,0,29.85,93.18,1337.41,50.41
OSONA,Total,VI.Nerviós,0,0,0,0,0,1,0,1,10,21,72,105,0,0,0,0,0,4.24,0,4.44,59.7,217.41,1375.62,62.27
OSONA,Total,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Total,VIII.Oïda,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10.35,0,0.59
OSONA,Total,IX.Circulatori,0,0,0,0,1,1,11,21,35,77,196,342,0,0,0,0,5.22,4.24,41.17,93.16,208.94,797.18,3744.75,202.81
OSONA,Total,X.Respiratori,0,0,0,0,0,0,3,2,9,22,106,142,0,0,0,0,0,0,11.23,8.87,53.73,227.77,2025.22,84.21
OSONA,Total,XI.Digestiu,0,0,0,0,0,1,3,7,11,11,44,77,0,0,0,0,0,4.24,11.23,31.05,65.67,113.88,840.66,45.66
OSONA,Total,XII.Pell,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.24,0,0,0,0,0,0.59
OSONA,Total,XIII.Osteomuscular,0,0,0,0,0,0,0,0,2,3,31,36,0,0,0,0,0,0,0,0,11.94,31.06,592.28,21.35
OSONA,Total,XIV.Genitourinari,0,0,0,0,0,0,0,2,1,12,43,58,0,0,0,0,0,0,0,8.87,5.97,124.24,821.55,34.39
OSONA,Total,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSONA,Total,XVI.Perinatal,2,0,0,0,0,0,0,0,0,0,0,2,152.79,0,0,0,0,0,0,0,0,0,0,1.19
OSONA,Total,XVII.Congènites,1,0,0,0,0,0,0,0,0,0,1,2,76.39,0,0,0,0,0,0,0,0,0,19.11,1.19
OSONA,Total,XVIII.Mal definides,0,0,0,0,0,0,1,0,4,5,7,17,0,0,0,0,0,0,3.74,0,23.88,51.77,133.74,10.08
OSONA,Total,XX.Externes,0,0,0,2,1,4,7,6,7,15,32,74,0,0,0,10.33,5.22,16.95,26.2,26.62,41.79,155.3,611.39,43.88
OSONA,Total,XXI. Total,3,0,0,2,6,14,42,99,175,297,751,1389,229.18,0,0,10.33,31.32,59.33,157.2,439.18,1044.71,3074.85,14348.49,823.69
PALLARS JUSSÀ,Dones,I.Infeccioses,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,178.57,0,15.32
PALLARS JUSSÀ,Dones,II.Tumors,0,0,0,0,0,0,0,2,7,2,3,14,0,0,0,0,0,0,0,202.02,913.84,357.14,604.84,214.46
PALLARS JUSSÀ,Dones,III.Sang,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,201.61,15.32
PALLARS JUSSÀ,Dones,IV.Endocrines,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,201.61,15.32
PALLARS JUSSÀ,Dones,V.Mentals,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,106.84,0,0,0,201.61,30.64
PALLARS JUSSÀ,Dones,VI.Nerviós,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,357.14,201.61,45.96
PALLARS JUSSÀ,Dones,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLARS JUSSÀ,Dones,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLARS JUSSÀ,Dones,IX.Circulatori,0,0,0,0,0,0,0,1,1,4,9,15,0,0,0,0,0,0,0,101.01,130.55,714.29,1814.52,229.78
PALLARS JUSSÀ,Dones,X.Respiratori,0,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,178.57,1612.9,137.87
PALLARS JUSSÀ,Dones,XI.Digestiu,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,535.71,403.23,76.59
PALLARS JUSSÀ,Dones,XII.Pell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLARS JUSSÀ,Dones,XIII.Osteomuscular,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,403.23,30.64
PALLARS JUSSÀ,Dones,XIV.Genitourinari,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1612.9,122.55
PALLARS JUSSÀ,Dones,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLARS JUSSÀ,Dones,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLARS JUSSÀ,Dones,XVII.Congènites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALLARS JUSSÀ,Dones,XVIII.Mal definides,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,357.14,604.84,76.59
