Provincia de residencia	Causas (lista reducida)	Sexo	Edad	Total
Girona	055 Infarto agudo de miocardio	Mujeres	De 1 a 14 años	0
Girona	055 Infarto agudo de miocardio	Mujeres	De 15 a 29 años	0
Girona	055 Infarto agudo de miocardio	Mujeres	De 30 a 39 años	0
Girona	055 Infarto agudo de miocardio	Mujeres	De 40 a 44 años	0
Girona	055 Infarto agudo de miocardio	Mujeres	De 45 a 49 años	0
Girona	055 Infarto agudo de miocardio	Mujeres	De 50 a 54 años	1
Girona	055 Infarto agudo de miocardio	Mujeres	De 55 a 59 años	0
Girona	055 Infarto agudo de miocardio	Mujeres	De 60 a 64 años	1
Girona	055 Infarto agudo de miocardio	Mujeres	De 65 a 69 años	4
Girona	055 Infarto agudo de miocardio	Mujeres	De 70 a 74 años	8
Girona	055 Infarto agudo de miocardio	Mujeres	De 75 a 79 años	6
Girona	055 Infarto agudo de miocardio	Mujeres	De 80 a 84 años	11
Girona	055 Infarto agudo de miocardio	Mujeres	De 85 a 89 años	17
Girona	055 Infarto agudo de miocardio	Mujeres	De 90 a 94 años	18
Girona	055 Infarto agudo de miocardio	Mujeres	De 95 años y más	8
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	Todas las edades	191
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	Menores de 1 año	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 1 a 14 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 15 a 29 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 30 a 39 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 40 a 44 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 45 a 49 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 50 a 54 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 55 a 59 años	4
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 60 a 64 años	5
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 65 a 69 años	7
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 70 a 74 años	15
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 75 a 79 años	21
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 80 a 84 años	27
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 85 a 89 años	39
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 90 a 94 años	51
Girona	056 Otras enfermedades isquémicas del corazón	Ambos sexos	De 95 años y más	22
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	Todas las edades	123
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	Menores de 1 año	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 1 a 14 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 15 a 29 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 30 a 39 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 40 a 44 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 45 a 49 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 50 a 54 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 55 a 59 años	3
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 60 a 64 años	3
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 65 a 69 años	6
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 70 a 74 años	14
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 75 a 79 años	17
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 80 a 84 años	19
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 85 a 89 años	24
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 90 a 94 años	26
Girona	056 Otras enfermedades isquémicas del corazón	Hombres	De 95 años y más	11
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	Todas las edades	68
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	Menores de 1 año	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 1 a 14 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 15 a 29 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 30 a 39 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 40 a 44 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 45 a 49 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 50 a 54 años	0
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 55 a 59 años	1
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 60 a 64 años	2
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 65 a 69 años	1
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 70 a 74 años	1
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 75 a 79 años	4
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 80 a 84 años	8
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 85 a 89 años	15
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 90 a 94 años	25
Girona	056 Otras enfermedades isquémicas del corazón	Mujeres	De 95 años y más	11
Girona	057 Insuficiencia cardíaca	Ambos sexos	Todas las edades	251
Girona	057 Insuficiencia cardíaca	Ambos sexos	Menores de 1 año	0
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 1 a 14 años	0
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 15 a 29 años	0
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 30 a 39 años	2
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 40 a 44 años	0
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 45 a 49 años	1
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 50 a 54 años	0
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 55 a 59 años	3
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 60 a 64 años	4
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 65 a 69 años	9
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 70 a 74 años	12
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 75 a 79 años	16
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 80 a 84 años	27
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 85 a 89 años	49
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 90 a 94 años	87
Girona	057 Insuficiencia cardíaca	Ambos sexos	De 95 años y más	41
Girona	057 Insuficiencia cardíaca	Hombres	Todas las edades	102
Girona	057 Insuficiencia cardíaca	Hombres	Menores de 1 año	0
Girona	057 Insuficiencia cardíaca	Hombres	De 1 a 14 años	0
Girona	057 Insuficiencia cardíaca	Hombres	De 15 a 29 años	0
Girona	057 Insuficiencia cardíaca	Hombres	De 30 a 39 años	2
Girona	057 Insuficiencia cardíaca	Hombres	De 40 a 44 años	0
Girona	057 Insuficiencia cardíaca	Hombres	De 45 a 49 años	1
Girona	057 Insuficiencia cardíaca	Hombres	De 50 a 54 años	0
Girona	057 Insuficiencia cardíaca	Hombres	De 55 a 59 años	2
Girona	057 Insuficiencia cardíaca	Hombres	De 60 a 64 años	2
Girona	057 Insuficiencia cardíaca	Hombres	De 65 a 69 años	4
Girona	057 Insuficiencia cardíaca	Hombres	De 70 a 74 años	8
Girona	057 Insuficiencia cardíaca	Hombres	De 75 a 79 años	7
Girona	057 Insuficiencia cardíaca	Hombres	De 80 a 84 años	12
Girona	057 Insuficiencia cardíaca	Hombres	De 85 a 89 años	26
Girona	057 Insuficiencia cardíaca	Hombres	De 90 a 94 años	30
Girona	057 Insuficiencia cardíaca	Hombres	De 95 años y más	8
Girona	057 Insuficiencia cardíaca	Mujeres	Todas las edades	149
Girona	057 Insuficiencia cardíaca	Mujeres	Menores de 1 año	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 1 a 14 años	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 15 a 29 años	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 30 a 39 años	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 40 a 44 años	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 45 a 49 años	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 50 a 54 años	0
Girona	057 Insuficiencia cardíaca	Mujeres	De 55 a 59 años	1
Girona	057 Insuficiencia cardíaca	Mujeres	De 60 a 64 años	2
Girona	057 Insuficiencia cardíaca	Mujeres	De 65 a 69 años	5
Girona	057 Insuficiencia cardíaca	Mujeres	De 70 a 74 años	4
Girona	057 Insuficiencia cardíaca	Mujeres	De 75 a 79 años	9
Girona	057 Insuficiencia cardíaca	Mujeres	De 80 a 84 años	15
Girona	057 Insuficiencia cardíaca	Mujeres	De 85 a 89 años	23
Girona	057 Insuficiencia cardíaca	Mujeres	De 90 a 94 años	57
Girona	057 Insuficiencia cardíaca	Mujeres	De 95 años y más	33
Girona	058 Otras enfermedades del corazón	Ambos sexos	Todas las edades	346
Girona	058 Otras enfermedades del corazón	Ambos sexos	Menores de 1 año	0
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 1 a 14 años	0
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 15 a 29 años	1
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 30 a 39 años	0
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 40 a 44 años	3
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 45 a 49 años	5
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 50 a 54 años	6
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 55 a 59 años	15
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 60 a 64 años	21
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 65 a 69 años	23
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 70 a 74 años	26
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 75 a 79 años	36
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 80 a 84 años	40
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 85 a 89 años	60
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 90 a 94 años	75
Girona	058 Otras enfermedades del corazón	Ambos sexos	De 95 años y más	35
Girona	058 Otras enfermedades del corazón	Hombres	Todas las edades	182
Girona	058 Otras enfermedades del corazón	Hombres	Menores de 1 año	0
Girona	058 Otras enfermedades del corazón	Hombres	De 1 a 14 años	0
Girona	058 Otras enfermedades del corazón	Hombres	De 15 a 29 años	0
Girona	058 Otras enfermedades del corazón	Hombres	De 30 a 39 años	0
Girona	058 Otras enfermedades del corazón	Hombres	De 40 a 44 años	3
Girona	058 Otras enfermedades del corazón	Hombres	De 45 a 49 años	4
Girona	058 Otras enfermedades del corazón	Hombres	De 50 a 54 años	5
Girona	058 Otras enfermedades del corazón	Hombres	De 55 a 59 años	12
Girona	058 Otras enfermedades del corazón	Hombres	De 60 a 64 años	19
Girona	058 Otras enfermedades del corazón	Hombres	De 65 a 69 años	15
Girona	058 Otras enfermedades del corazón	Hombres	De 70 a 74 años	17
Girona	058 Otras enfermedades del corazón	Hombres	De 75 a 79 años	16
Girona	058 Otras enfermedades del corazón	Hombres	De 80 a 84 años	21
Girona	058 Otras enfermedades del corazón	Hombres	De 85 a 89 años	34
Girona	058 Otras enfermedades del corazón	Hombres	De 90 a 94 años	26
Girona	058 Otras enfermedades del corazón	Hombres	De 95 años y más	10
Girona	058 Otras enfermedades del corazón	Mujeres	Todas las edades	164
Girona	058 Otras enfermedades del corazón	Mujeres	Menores de 1 año	0
Girona	058 Otras enfermedades del corazón	Mujeres	De 1 a 14 años	0
Girona	058 Otras enfermedades del corazón	Mujeres	De 15 a 29 años	1
Girona	058 Otras enfermedades del corazón	Mujeres	De 30 a 39 años	0
Girona	058 Otras enfermedades del corazón	Mujeres	De 40 a 44 años	0
Girona	058 Otras enfermedades del corazón	Mujeres	De 45 a 49 años	1
Girona	058 Otras enfermedades del corazón	Mujeres	De 50 a 54 años	1
Girona	058 Otras enfermedades del corazón	Mujeres	De 55 a 59 años	3
Girona	058 Otras enfermedades del corazón	Mujeres	De 60 a 64 años	2
Girona	058 Otras enfermedades del corazón	Mujeres	De 65 a 69 años	8
Girona	058 Otras enfermedades del corazón	Mujeres	De 70 a 74 años	9
Girona	058 Otras enfermedades del corazón	Mujeres	De 75 a 79 años	20
Girona	058 Otras enfermedades del corazón	Mujeres	De 80 a 84 años	19
Girona	058 Otras enfermedades del corazón	Mujeres	De 85 a 89 años	26
Girona	058 Otras enfermedades del corazón	Mujeres	De 90 a 94 años	49
Girona	058 Otras enfermedades del corazón	Mujeres	De 95 años y más	25
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	Todas las edades	329
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	Menores de 1 año	0
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 1 a 14 años	0
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 15 a 29 años	1
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 30 a 39 años	3
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 40 a 44 años	1
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 45 a 49 años	3
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 50 a 54 años	4
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 55 a 59 años	6
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 60 a 64 años	9
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 65 a 69 años	17
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 70 a 74 años	16
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 75 a 79 años	43
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 80 a 84 años	51
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 85 a 89 años	72
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 90 a 94 años	69
Girona	059 Enfermedades cerebrovasculares	Ambos sexos	De 95 años y más	34
Girona	059 Enfermedades cerebrovasculares	Hombres	Todas las edades	153
Girona	059 Enfermedades cerebrovasculares	Hombres	Menores de 1 año	0
Girona	059 Enfermedades cerebrovasculares	Hombres	De 1 a 14 años	0
Girona	059 Enfermedades cerebrovasculares	Hombres	De 15 a 29 años	0
Girona	059 Enfermedades cerebrovasculares	Hombres	De 30 a 39 años	3
Girona	059 Enfermedades cerebrovasculares	Hombres	De 40 a 44 años	0
Girona	059 Enfermedades cerebrovasculares	Hombres	De 45 a 49 años	3
Girona	059 Enfermedades cerebrovasculares	Hombres	De 50 a 54 años	3
Girona	059 Enfermedades cerebrovasculares	Hombres	De 55 a 59 años	5
Girona	059 Enfermedades cerebrovasculares	Hombres	De 60 a 64 años	5
Girona	059 Enfermedades cerebrovasculares	Hombres	De 65 a 69 años	11
Girona	059 Enfermedades cerebrovasculares	Hombres	De 70 a 74 años	12
Girona	059 Enfermedades cerebrovasculares	Hombres	De 75 a 79 años	28
Girona	059 Enfermedades cerebrovasculares	Hombres	De 80 a 84 años	25
Girona	059 Enfermedades cerebrovasculares	Hombres	De 85 a 89 años	28
Girona	059 Enfermedades cerebrovasculares	Hombres	De 90 a 94 años	24
Girona	059 Enfermedades cerebrovasculares	Hombres	De 95 años y más	6
Girona	059 Enfermedades cerebrovasculares	Mujeres	Todas las edades	176
Girona	059 Enfermedades cerebrovasculares	Mujeres	Menores de 1 año	0
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 1 a 14 años	0
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 15 a 29 años	1
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 30 a 39 años	0
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 40 a 44 años	1
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 45 a 49 años	0
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 50 a 54 años	1
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 55 a 59 años	1
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 60 a 64 años	4
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 65 a 69 años	6
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 70 a 74 años	4
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 75 a 79 años	15
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 80 a 84 años	26
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 85 a 89 años	44
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 90 a 94 años	45
Girona	059 Enfermedades cerebrovasculares	Mujeres	De 95 años y más	28
Girona	060 Aterosclerosis	Ambos sexos	Todas las edades	13
Girona	060 Aterosclerosis	Ambos sexos	Menores de 1 año	0
Girona	060 Aterosclerosis	Ambos sexos	De 1 a 14 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 15 a 29 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 30 a 39 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 40 a 44 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 45 a 49 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 50 a 54 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 55 a 59 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 60 a 64 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 65 a 69 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 70 a 74 años	1
Girona	060 Aterosclerosis	Ambos sexos	De 75 a 79 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 80 a 84 años	0
Girona	060 Aterosclerosis	Ambos sexos	De 85 a 89 años	4
Girona	060 Aterosclerosis	Ambos sexos	De 90 a 94 años	6
Girona	060 Aterosclerosis	Ambos sexos	De 95 años y más	2
Girona	060 Aterosclerosis	Hombres	Todas las edades	5
Girona	060 Aterosclerosis	Hombres	Menores de 1 año	0
Girona	060 Aterosclerosis	Hombres	De 1 a 14 años	0
Girona	060 Aterosclerosis	Hombres	De 15 a 29 años	0
Girona	060 Aterosclerosis	Hombres	De 30 a 39 años	0
Girona	060 Aterosclerosis	Hombres	De 40 a 44 años	0
Girona	060 Aterosclerosis	Hombres	De 45 a 49 años	0
Girona	060 Aterosclerosis	Hombres	De 50 a 54 años	0
Girona	060 Aterosclerosis	Hombres	De 55 a 59 años	0
Girona	060 Aterosclerosis	Hombres	De 60 a 64 años	0
Girona	060 Aterosclerosis	Hombres	De 65 a 69 años	0
Girona	060 Aterosclerosis	Hombres	De 70 a 74 años	1
Girona	060 Aterosclerosis	Hombres	De 75 a 79 años	0
Girona	060 Aterosclerosis	Hombres	De 80 a 84 años	0
Girona	060 Aterosclerosis	Hombres	De 85 a 89 años	3
Girona	060 Aterosclerosis	Hombres	De 90 a 94 años	1
Girona	060 Aterosclerosis	Hombres	De 95 años y más	0
Girona	060 Aterosclerosis	Mujeres	Todas las edades	8
Girona	060 Aterosclerosis	Mujeres	Menores de 1 año	0
Girona	060 Aterosclerosis	Mujeres	De 1 a 14 años	0
Girona	060 Aterosclerosis	Mujeres	De 15 a 29 años	0
Girona	060 Aterosclerosis	Mujeres	De 30 a 39 años	0
Girona	060 Aterosclerosis	Mujeres	De 40 a 44 años	0
Girona	060 Aterosclerosis	Mujeres	De 45 a 49 años	0
Girona	060 Aterosclerosis	Mujeres	De 50 a 54 años	0
Girona	060 Aterosclerosis	Mujeres	De 55 a 59 años	0
Girona	060 Aterosclerosis	Mujeres	De 60 a 64 años	0
Girona	060 Aterosclerosis	Mujeres	De 65 a 69 años	0
Girona	060 Aterosclerosis	Mujeres	De 70 a 74 años	0
Girona	060 Aterosclerosis	Mujeres	De 75 a 79 años	0
Girona	060 Aterosclerosis	Mujeres	De 80 a 84 años	0
Girona	060 Aterosclerosis	Mujeres	De 85 a 89 años	1
Girona	060 Aterosclerosis	Mujeres	De 90 a 94 años	5
Girona	060 Aterosclerosis	Mujeres	De 95 años y más	2
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	Todas las edades	70
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	Menores de 1 año	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 1 a 14 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 15 a 29 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 30 a 39 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 40 a 44 años	1
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 45 a 49 años	3
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 50 a 54 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 55 a 59 años	2
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 60 a 64 años	6
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 65 a 69 años	8
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 70 a 74 años	8
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 75 a 79 años	8
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 80 a 84 años	7
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 85 a 89 años	13
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 90 a 94 años	11
Girona	061 Otras enfermedades de los vasos sanguíneos	Ambos sexos	De 95 años y más	3
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	Todas las edades	44
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	Menores de 1 año	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 1 a 14 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 15 a 29 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 30 a 39 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 40 a 44 años	1
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 45 a 49 años	2
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 50 a 54 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 55 a 59 años	2
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 60 a 64 años	6
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 65 a 69 años	7
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 70 a 74 años	7
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 75 a 79 años	3
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 80 a 84 años	2
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 85 a 89 años	7
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 90 a 94 años	5
Girona	061 Otras enfermedades de los vasos sanguíneos	Hombres	De 95 años y más	2
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	Todas las edades	26
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	Menores de 1 año	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 1 a 14 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 15 a 29 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 30 a 39 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 40 a 44 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 45 a 49 años	1
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 50 a 54 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 55 a 59 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 60 a 64 años	0
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 65 a 69 años	1
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 70 a 74 años	1
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 75 a 79 años	5
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 80 a 84 años	5
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 85 a 89 años	6
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 90 a 94 años	6
Girona	061 Otras enfermedades de los vasos sanguíneos	Mujeres	De 95 años y más	1
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	Todas las edades	647
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	Menores de 1 año	0
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 1 a 14 años	1
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 15 a 29 años	0
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 30 a 39 años	4
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 40 a 44 años	1
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 45 a 49 años	1
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 50 a 54 años	9
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 55 a 59 años	7
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 60 a 64 años	15
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 65 a 69 años	36
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 70 a 74 años	34
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 75 a 79 años	67
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 80 a 84 años	80
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 85 a 89 años	128
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 90 a 94 años	173
Girona	062-067 X.Enfermedades del sistema respiratorio	Ambos sexos	De 95 años y más	91
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	Todas las edades	352
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	Menores de 1 año	0
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 1 a 14 años	1
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 15 a 29 años	0
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 30 a 39 años	2
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 40 a 44 años	0
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 45 a 49 años	1
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 50 a 54 años	3
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 55 a 59 años	5
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 60 a 64 años	8
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 65 a 69 años	28
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 70 a 74 años	23
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 75 a 79 años	46
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 80 a 84 años	52
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 85 a 89 años	65
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 90 a 94 años	87
Girona	062-067 X.Enfermedades del sistema respiratorio	Hombres	De 95 años y más	31
Girona	062-067 X.Enfermedades del sistema respiratorio	Mujeres	Todas las edades	295
Girona	062-067 X.Enfermedades del sistema respiratorio	Mujeres	Menores de 1 año	0
